SampleID	deblurred_seqs	pd_5k	shannon_5k	sample_type	preservative	sex	healthy	captive_wild	LIFE_STAGE	dataset	collector	country	Common_name	Species_name	date_collected	individual_ID	animal_ID	group_individual_ID	group_ID	Corrected_Species_name	flight_status	flight_type	query_name	ET.BodyMass.Value	ET.Diet.5Cat	ET.Diet.Fruit	ET.Diet.Inv	ET.Diet.Nect	ET.Diet.PlantO	ET.Diet.Scav	ET.Diet.Seed	ET.Diet.Vect	ET.Diet.Vend	ET.Diet.Vfish	ET.Diet.Vunk	Taxonomy_Class	Taxonomy_Family	Taxonomy_Genus	Taxonomy_Kingdom	Taxonomy_Order	Taxonomy_Phylum	Taxonomy_Species	Taxonomy_Subspecies	TimeTree_name	eltontraits_name	TimeTree_returned	LAV.ln_mass.estimate	LAV.ln_silen.estimate	LAV.ln_lilen.estimate	LAV.ln_stomas.estimate	LAV.ln_caelen.estimate	LAV.ln_sivol.estimate	LAV.ln_nsa.estimate	LAV.ln_mass.imputed	LAV.ln_silen.imputed	LAV.ln_lilen.imputed	LAV.ln_stomas.imputed	LAV.ln_caelen.imputed	LAV.ln_sivol.imputed	LAV.ln_nsa.imputed	pd_10k	shannon_10k
11166.fmnh.1255	32888	4.190980735	2.311817624	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	African Pipit	Anthus_novaeseelandiae		MLW.4580	MLW-4580			Anthus_novaeseelandiae	flighted	strong	Anthus_novaeseelandiae	24.07	Invertebrate	0	70	0	0	0	30	0	0	0	0	Aves	Motacillidae	Anthus	Metazoa	Passeriformes	Chordata	Anthus novaeseelandiae		Anthus novaeseelandiae		Anthus_novaeseelandiae	NA	NA	NA	NA	NA	NA	NA								5.811837311	2.322462933
11166.fmnh.289	141698	8.880105219	4.241163593	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Sharpe_s Akalat	Erithacus_sharpei		MLW.4019	MLW-4019			Sheppardia sharpei	flighted	strong	Sheppardia sharpei	14.7	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Turdidae	Sheppardia	Metazoa	Passeriformes	Chordata	Sheppardia sharpei		Sheppardia sharpei		Sheppardia_sharpei	2.44513352941048	2.41897149685858	1.00147635330691	-0.269598120660735	-0.852483486090091	-0.516882585411954	2.20642428311369	True	True	True	True	True	True	True	9.677479129	4.282969075
11166.fmnh.325	16211	3.464905972	3.262828501	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Sharpe_s Akalat	Erithacus_sharpei		MLW.4065	MLW-4065			Sheppardia sharpei	flighted	strong	Sheppardia sharpei	14.7	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Turdidae	Sheppardia	Metazoa	Passeriformes	Chordata	Sheppardia sharpei		Sheppardia sharpei		Sheppardia_sharpei	2.44513352941048	2.41897149685858	1.00147635330691	-0.269598120660735	-0.852483486090091	-0.516882585411954	2.20642428311369	True	True	True	True	True	True	True	4.116908876	3.264065652
11166.fmnh.383	102717	8.964174095	4.904944226	cloacal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Sharpe_s Akalat	Erithacus_sharpei		MLW.4126	MLW-4126			Sheppardia sharpei	flighted	strong	Sheppardia sharpei	14.7	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Turdidae	Sheppardia	Metazoa	Passeriformes	Chordata	Sheppardia sharpei		Sheppardia sharpei		Sheppardia_sharpei	2.44513352941048	2.41897149685858	1.00147635330691	-0.269598120660735	-0.852483486090091	-0.516882585411954	2.20642428311369	True	True	True	True	True	True	True	8.850122547	4.929220687
11166.fmnh.386	105030	14.68112611	4.274572108	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Sharpe_s Akalat	Erithacus_sharpei		MLW.4129	MLW-4129			Sheppardia sharpei	flighted	strong	Sheppardia sharpei	14.7	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Turdidae	Sheppardia	Metazoa	Passeriformes	Chordata	Sheppardia sharpei		Sheppardia sharpei		Sheppardia_sharpei	2.44513352941048	2.41897149685858	1.00147635330691	-0.269598120660735	-0.852483486090091	-0.516882585411954	2.20642428311369	True	True	True	True	True	True	True	15.9028837	4.228176685
11166.fmnh.1222	7265	2.634281929	2.10611967	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Blue_gray Flycatcher	Muscicapa_caerulescens		MLW.4546	MLW-4546			Muscicapa_caerulescens	flighted	strong	Muscicapa_caerulescens	17.6	Invertebrate	10	90	0	0	0	0	0	0	0	0	Aves	Muscicapidae	Muscicapa	Metazoa	Passeriformes	Chordata	Muscicapa caerulescens		Muscicapa caerulescens		Muscicapa_caerulescens	2.81848040992535	2.59622147828829	0.944778121577852	-0.262525670372933	-0.70688464395676	-0.285098775037866	2.47462422024419	True	True	True	True	True	True	True	NA	NA
11166.fmnh.1257	21544	2.453298643	2.002729714	fecal	frozen		unknown	wild	unknown	FMNH birds	FMNH	Malawi	Blue_gray Flycatcher	Muscicapa_caerulescens		MLW.4583	MLW-4583			Muscicapa_caerulescens	flighted	strong	Muscicapa_caerulescens	17.6	Invertebrate	10	90	0	0	0	0	0	0	0	0	Aves	Muscicapidae	Muscicapa	Metazoa	Passeriformes	Chordata	Muscicapa caerulescens		Muscicapa caerulescens		Muscicapa_caerulescens	2.81848040992535	2.59622147828829	0.944778121577852	-0.262525670372933	-0.70688464395676	-0.285098775037866	2.47462422024419	True	True	True	True	True	True	True	3.565887333	1.997574836
11166.fmnh.1309	59319	26.58262797	4.466261802	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Blue_gray Flycatcher	Muscicapa_caerulescens		MLW.4637	MLW-4637			Muscicapa_caerulescens	flighted	strong	Muscicapa_caerulescens	17.6	Invertebrate	10	90	0	0	0	0	0	0	0	0	Aves	Muscicapidae	Muscicapa	Metazoa	Passeriformes	Chordata	Muscicapa caerulescens		Muscicapa caerulescens		Muscicapa_caerulescens	2.81848040992535	2.59622147828829	0.944778121577852	-0.262525670372933	-0.70688464395676	-0.285098775037866	2.47462422024419	True	True	True	True	True	True	True	28.90828737	4.45002165
11166.fmnh.420	83770	9.441769079	3.356501298	cloacal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Blue_gray Flycatcher	Muscicapa_coerulescens		MLW.4169	MLW-4169			Muscicapa_coerulescens	flighted	strong	Muscicapa_coerulescens	17.6	Invertebrate	10	90	0	0	0	0	0	0	0	0	Aves	Muscicapidae	Muscicapa	Metazoa	Passeriformes	Chordata	Muscicapa caerulescens		Muscicapa caerulescens		Muscicapa_caerulescens	2.81848040992535	2.59622147828829	0.944778121577852	-0.262525670372933	-0.70688464395676	-0.285098775037866	2.47462422024419	True	True	True	True	True	True	True	12.24228078	3.340917242
11166.fmnh.1142	105844	20.40185523	5.726236122	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Spotted Flycatcher	Muscicapa_striata		MLW.4457	MLW-4457			Muscicapa_striata	flighted	strong	Muscicapa_striata	15.9	Invertebrate	20	80	0	0	0	0	0	0	0	0	Aves	Muscicapidae	Muscicapa	Metazoa	Passeriformes	Chordata	Muscicapa striata		Muscicapa griseisticta		Muscicapa_griseisticta	2.76298404896701	2.58156233168075	0.85557806367234	-0.490339823882638	-0.721519048981458	-0.288429824361785	2.4615434589561	True	True	True	True	True	True	True	20.7817496	5.755679304
11166.fmnh.2550	178913	16.02092799	3.038118712	intestinal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Northern Gray-headed Sparrow	Passer_griseus		MLW.4205	MLW-4205			Passer_griseus	flighted	strong	Passer_griseus	27.82	PlantSeed	10	20	0	0	0	70	0	0	0	0	Aves	Passeridae	Passer	Metazoa	Passeriformes	Chordata	Passer griseus		Passer griseus		Passer_griseus	3.40818726556179	2.94025136064675	0.344520472942483	-0.719952774105084	-0.3241805545132	-0.79980796963065	2.34213863668726	True	True	True	True	True	True	True	19.0043699	3.048701876
11166.fmnh.1160	10670	3.965432128	2.586636549	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	White_browed Sparrow_Weaver	Plocepasser_mahali		MLW.4477	MLW-4477			Plocepasser_mahali	flighted	strong	Plocepasser_mahali	41.47	Omnivore	0	50	0	0	0	50	0	0	0	0	Aves	Passeridae	Plocepasser	Metazoa	Passeriformes	Chordata	Plocepasser mahali		Plocepasser mahali		Plocepasser_mahali	3.64189123008234	3.18105674757044	1.11472887465695	0.449694687145987	-0.266773276506321	0.0417584480699756	2.86259253852357	True	True	True	True	True	True	True	3.965432128	2.550984407
11166.fmnh.1162	25962	18.24765304	4.243392596	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	White_browed Sparrow_Weaver	Plocepasser_mahali		MLW.4479	MLW-4479			Plocepasser_mahali	flighted	strong	Plocepasser_mahali	41.47	Omnivore	0	50	0	0	0	50	0	0	0	0	Aves	Passeridae	Plocepasser	Metazoa	Passeriformes	Chordata	Plocepasser mahali		Plocepasser mahali		Plocepasser_mahali	3.64189123008234	3.18105674757044	1.11472887465695	0.449694687145987	-0.266773276506321	0.0417584480699756	2.86259253852357	True	True	True	True	True	True	True	18.62134053	4.289298188
11166.fmnh.433	87141	10.98233345	2.537934323	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Southern Masked Weaver	Ploceus_velatus		MLW.4183	MLW-4183			Ploceus_velatus	flighted	strong	Ploceus_velatus	30.94	Omnivore	0	40	0	20	10	30	0	0	0	0	Aves	Ploceidae	Ploceus	Metazoa	Passeriformes	Chordata	Ploceus velatus		Ploceus velatus		Ploceus_velatus	3.51912485401651	3.13995452447484	1.03862172489971	0.0159766276360224	-0.478024566438749	0.0136651024950837	2.34777997156132	True	True	True	True	True	True	True	11.74460454	2.661470522
11166.fmnh.2534	308917	30.84199306	3.961140591	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Southern Masked Weaver	Ploceus_velatus		MLW.4188	MLW-4188			Ploceus_velatus	flighted	strong	Ploceus_velatus	30.94	Omnivore	0	40	0	20	10	30	0	0	0	0	Aves	Ploceidae	Ploceus	Metazoa	Passeriformes	Chordata	Ploceus velatus		Ploceus velatus		Ploceus_velatus	3.51912485401651	3.13995452447484	1.03862172489971	0.0159766276360224	-0.478024566438749	0.0136651024950837	2.34777997156132	True	True	True	True	True	True	True	35.99369089	3.980212999
11166.fmnh.2505	185506	9.334898315	0.889206661	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dark-capped Bulbul	Pycnonotus_barbatus		MLW.3907	MLW-3907			Pycnonotus_barbatus	flighted	strong	Pycnonotus_barbatus	32.1	FruiNect	50	10	10	10	0	10	0	0	0	10	Aves	Pycnonotidae	Pycnonotus	Metazoa	Passeriformes	Chordata	Pycnonotus barbatus		Pycnonotus barbatus		Pycnonotus_barbatus	3.35921987327006	2.85920137035802	2.38510191885481	0.69426278329429	0.0397301040752236	-0.04383772346495	2.7637063479714	True	True	True	True	True	True	True	11.48526988	0.94039585
11166.fmnh.2527	17916	3.168134638	1.375872701	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dark-capped Bulbul	Pycnonotus_barbatus		MLW.4140	MLW-4140			Pycnonotus_barbatus	flighted	strong	Pycnonotus_barbatus	32.1	FruiNect	50	10	10	10	0	10	0	0	0	10	Aves	Pycnonotidae	Pycnonotus	Metazoa	Passeriformes	Chordata	Pycnonotus barbatus		Pycnonotus barbatus		Pycnonotus_barbatus	3.35921987327006	2.85920137035802	2.38510191885481	0.69426278329429	0.0397301040752236	-0.04383772346495	2.7637063479714	True	True	True	True	True	True	True	3.259529877	1.352752666
11166.fmnh.1199	27008	7.444293474	3.913517052	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dark_capped Bulbul	Pycnonotus_barbatus		MLW.4518	MLW-4518			Pycnonotus_barbatus	flighted	strong	Pycnonotus_barbatus	32.1	FruiNect	50	10	10	10	0	10	0	0	0	10	Aves	Pycnonotidae	Pycnonotus	Metazoa	Passeriformes	Chordata	Pycnonotus barbatus		Pycnonotus barbatus		Pycnonotus_barbatus	3.35921987327006	2.85920137035802	2.38510191885481	0.69426278329429	0.0397301040752236	-0.04383772346495	2.7637063479714	True	True	True	True	True	True	True	7.251333834	3.892327505
11166.fmnh.1209	46703	7.299550058	4.223615001	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dark_capped Bulbul	Pycnonotus_barbatus		MLW.4528	MLW-4528			Pycnonotus_barbatus	flighted	strong	Pycnonotus_barbatus	32.1	FruiNect	50	10	10	10	0	10	0	0	0	10	Aves	Pycnonotidae	Pycnonotus	Metazoa	Passeriformes	Chordata	Pycnonotus barbatus		Pycnonotus barbatus		Pycnonotus_barbatus	3.35921987327006	2.85920137035802	2.38510191885481	0.69426278329429	0.0397301040752236	-0.04383772346495	2.7637063479714	True	True	True	True	True	True	True	7.194252406	4.248105795
11166.fmnh.1139	137418	8.246265009	1.458078458	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Greater Blue-eared Starling	Lamprotornis_chalybaeus		MLW.4454	MLW-4454			Lamprotornis_chalybaeus	flighted	strong	Lamprotornis_chalybaeus	86.17	Omnivore	30	20	10	0	10	10	10	10	0	0	Aves	Sturnidae	Lamprotornis	Metazoa	Passeriformes	Chordata	Lamprotornis chalybaeus		Lamprotornis chalybaeus		Lamprotornis_chalybaeus	4.42526568867106	3.44220630484695	1.20572107860891	0.55804435845512	-0.118451371360491	1.18682858738729	3.46830717242164	True	True	True	True	True	True	True	10.14548589	1.52024466
11166.fmnh.1147	55820	17.34188666	3.910914436	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Greater Blue-eared Starling	Lamprotornis_chalybaeus		MLW.4462	MLW-4462			Lamprotornis_chalybaeus	flighted	strong	Lamprotornis_chalybaeus	86.17	Omnivore	30	20	10	0	10	10	10	10	0	0	Aves	Sturnidae	Lamprotornis	Metazoa	Passeriformes	Chordata	Lamprotornis chalybaeus		Lamprotornis chalybaeus		Lamprotornis_chalybaeus	4.42526568867106	3.44220630484695	1.20572107860891	0.55804435845512	-0.118451371360491	1.18682858738729	3.46830717242164	True	True	True	True	True	True	True	20.11357877	3.936510121
11166.fmnh.2563	127708	4.090733283	0.277516565	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Great Reed Warbler	Acrocephalus_arundinaceus		MLW.4229	MLW-4229			Acrocephalus_arundinaceus	flighted	strong	Acrocephalus_arundinaceus	30	Invertebrate	10	70	0	0	0	0	20	0	0	0	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata	Acrocephalus arundinaceus		Acrocephalus arundinaceus		Acrocephalus_arundinaceus	3.26650354924247	2.67018054675441	1.26532512008127	0.565668653760876	-0.341229989454704	-0.0403479951977923	2.74992361354842	True	True	True	True	True	True	True	5.337599618	0.296155103
11166.fmnh.1013	25818	5.994029893	1.996422132	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Great Reed Warbler	Acrocephalus_arundinaceus		MLW.4323	MLW-4323			Acrocephalus_arundinaceus	flighted	strong	Acrocephalus_arundinaceus	30	Invertebrate	10	70	0	0	0	0	20	0	0	0	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata	Acrocephalus arundinaceus		Acrocephalus arundinaceus		Acrocephalus_arundinaceus	3.26650354924247	2.67018054675441	1.26532512008127	0.565668653760876	-0.341229989454704	-0.0403479951977923	2.74992361354842	True	True	True	True	True	True	True	6.152725123	1.939409877
11166.fmnh.1054	38230	8.196306733	3.611123357	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Great Reed Warbler	Acrocephalus_arundinaceus		MLW.4367	MLW-4367			Acrocephalus_arundinaceus	flighted	strong	Acrocephalus_arundinaceus	30	Invertebrate	10	70	0	0	0	0	20	0	0	0	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata	Acrocephalus arundinaceus		Acrocephalus arundinaceus		Acrocephalus_arundinaceus	3.26650354924247	2.67018054675441	1.26532512008127	0.565668653760876	-0.341229989454704	-0.0403479951977923	2.74992361354842	True	True	True	True	True	True	True	8.013952072	3.625491754
11166.fmnh.2620	18924	6.532642841	0.810861367	intestinal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Great Reed Warbler	Acrocephalus_cinnamomeus		MLW.4353	MLW-4353			Acrocephalus_cinnamomeus	flighted	strong	Acrocephalus_cinnamomeus	10.2	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata	Acrocephalus cinnamomeus		Acrocephalus baeticatus	Acrocephalus baeticatus	Acrocephalus_baeticatus	2.26094865225167	2.29138611890092	1.06232512407782	-0.440447198545015	-0.822034249333537	-1.00781458034877	1.9558592810893	True	True	True	True	True	True	True	6.053789069	0.784014927
11166.fmnh.2661	36157	2.822464011	0.667050023	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Great Reed Warbler	Acrocephalus_cinnamomeus		MLW.4422	MLW-4422			Acrocephalus_cinnamomeus	flighted	strong	Acrocephalus_cinnamomeus	10.2	Invertebrate	0	100	0	0	0	0	0	0	0	0	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata	Acrocephalus cinnamomeus		Acrocephalus baeticatus	Acrocephalus baeticatus	Acrocephalus_baeticatus	2.26094865225167	2.29138611890092	1.06232512407782	-0.440447198545015	-0.822034249333537	-1.00781458034877	1.9558592810893	True	True	True	True	True	True	True	5.270842042	0.674466244
11166.fmnh.1089	166490	8.704393315	5.32660178	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi		Acrocephalus_NA		MLW.4402	MLW-4402			Acrocephalus_NA	flighted	strong	Acrocephalus_NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	Sylviidae	Acrocephalus	Metazoa	Passeriformes	Chordata			Acrocephalus		Acrocephalus	NA	NA	NA	NA	NA	NA	NA								8.663064342	5.338569982
11166.fmnh.2578	87848	17.18032216	4.063511018	intestinal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Garden Warbler	Sylvia_borin		MLW.4256	MLW-4256			Sylvia_borin	flighted	strong	Sylvia_borin	18.2	Omnivore	40	50	10	0	0	0	0	0	0	0	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Chordata	Sylvia borin		Sylvia borin		Sylvia_borin	2.92	2.7	0.621676677750398	-0.89	-0.27117290462797	-0.231708015255543	2.59672978392166	False	False	True	False	True	True	True	19.00095309	4.094114969
11166.fmnh.1102	101820	13.71036497	1.691899909	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Garden Warbler	Sylvia_borin		MLW.4415	MLW-4415			Sylvia_borin	flighted	strong	Sylvia_borin	18.2	Omnivore	40	50	10	0	0	0	0	0	0	0	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Chordata	Sylvia borin		Sylvia borin		Sylvia_borin	2.92	2.7	0.621676677750398	-0.89	-0.27117290462797	-0.231708015255543	2.59672978392166	False	False	True	False	True	True	True	15.96595169	1.791005866
11166.fmnh.1105	71330	15.15817325	4.641342984	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Garden Warbler	Sylvia_borin		MLW.4418	MLW-4418			Sylvia_borin	flighted	strong	Sylvia_borin	18.2	Omnivore	40	50	10	0	0	0	0	0	0	0	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Chordata	Sylvia borin		Sylvia borin		Sylvia_borin	2.92	2.7	0.621676677750398	-0.89	-0.27117290462797	-0.231708015255543	2.59672978392166	False	False	True	False	True	True	True	15.86465159	4.642168194
11166.fmnh.1110	110717	5.085703835	3.747163302	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Garden Warbler	Sylvia_borin		MLW.4423	MLW-4423			Sylvia_borin	flighted	strong	Sylvia_borin	18.2	Omnivore	40	50	10	0	0	0	0	0	0	0	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Chordata	Sylvia borin		Sylvia borin		Sylvia_borin	2.92	2.7	0.621676677750398	-0.89	-0.27117290462797	-0.231708015255543	2.59672978392166	False	False	True	False	True	True	True	5.085697721	3.780423999
11166.fmnh.275	26296	9.284815792	3.712967451	cloacal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Orange Ground-Thrush	Zoothera_gurneyi		MLW.4005	MLW-4005			Zoothera_gurneyi	flighted	strong	Zoothera_gurneyi	57.85	Invertebrate	10	60	0	0	0	10	20	0	0	0	Aves	Turdidae	Zoothera	Metazoa	Passeriformes	Chordata	Zoothera gurneyi		Zoothera gurneyi		Zoothera_gurneyi	3.91349592528692	2.97842307279556	1.11266532760876	0.965631290811739	-0.246283736651579	0.828721728619223	3.22945973137338	True	True	True	True	True	True	True	9.684229419	3.747105834
11166.fmnh.285	49271	14.79574991	5.308154146	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Orange Ground-Thrush	Zoothera_gurneyi		MLW.4015	MLW-4015			Zoothera_gurneyi	flighted	strong	Zoothera_gurneyi	57.85	Invertebrate	10	60	0	0	0	10	20	0	0	0	Aves	Turdidae	Zoothera	Metazoa	Passeriformes	Chordata	Zoothera gurneyi		Zoothera gurneyi		Zoothera_gurneyi	3.91349592528692	2.97842307279556	1.11266532760876	0.965631290811739	-0.246283736651579	0.828721728619223	3.22945973137338	True	True	True	True	True	True	True	15.30677362	5.375939396
11166.fmnh.327	48561	4.754651697	2.859587942	cloacal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Orange Ground_Thrush	Zoothera_gurneyi		MLW.4067	MLW-4067			Zoothera_gurneyi	flighted	strong	Zoothera_gurneyi	57.85	Invertebrate	10	60	0	0	0	10	20	0	0	0	Aves	Turdidae	Zoothera	Metazoa	Passeriformes	Chordata	Zoothera gurneyi		Zoothera gurneyi		Zoothera_gurneyi	3.91349592528692	2.97842307279556	1.11266532760876	0.965631290811739	-0.246283736651579	0.828721728619223	3.22945973137338	True	True	True	True	True	True	True	4.754651697	2.872905128
11166.fmnh.332	118845	6.635720453	2.527391549	cloacal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Orange Ground_Thrush	Zoothera_gurneyi		MLW.4072	MLW-4072			Zoothera_gurneyi	flighted	strong	Zoothera_gurneyi	57.85	Invertebrate	10	60	0	0	0	10	20	0	0	0	Aves	Turdidae	Zoothera	Metazoa	Passeriformes	Chordata	Zoothera gurneyi		Zoothera gurneyi		Zoothera_gurneyi	3.91349592528692	2.97842307279556	1.11266532760876	0.965631290811739	-0.246283736651579	0.828721728619223	3.22945973137338	True	True	True	True	True	True	True	7.071494299	2.479761501
11166.fmnh.976	85883	4.839917389	1.876811688	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Variable Indigobird	Vidua_funerea		MLW.4298	MLW-4298			Vidua_funerea	flighted	strong	Vidua_funerea	14.33	PlantSeed	0	0	0	0	0	90	0	10	0	0	Aves	Estrildidae	Vidua	Metazoa	Passeriformes	Chordata	Vidua funerea		Vidua funerea		Vidua_funerea	2.72360424395978	2.85134426180887	0.710658088395215	-0.346677705417754	-0.942261214521164	-0.69835563879835	2.13703596211016	True	True	True	True	True	True	True	4.875198219	1.903942017
11166.fmnh.986	30648	22.68497812	2.475922239	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Variable Indigobird	Vidua_funerea		MLW.4308	MLW-4308			Vidua_funerea	flighted	strong	Vidua_funerea	14.33	PlantSeed	0	0	0	0	0	90	0	10	0	0	Aves	Estrildidae	Vidua	Metazoa	Passeriformes	Chordata	Vidua funerea		Vidua funerea		Vidua_funerea	2.72360424395978	2.85134426180887	0.710658088395215	-0.346677705417754	-0.942261214521164	-0.69835563879835	2.13703596211016	True	True	True	True	True	True	True	26.06789096	2.439627971
11166.fmnh.1174	12003	3.165410105	2.734907589	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Variable Indigobird	Vidua_funerea		MLW.4493	MLW-4493			Vidua_funerea	flighted	strong	Vidua_funerea	14.33	PlantSeed	0	0	0	0	0	90	0	10	0	0	Aves	Estrildidae	Vidua	Metazoa	Passeriformes	Chordata	Vidua funerea		Vidua funerea		Vidua_funerea	2.72360424395978	2.85134426180887	0.710658088395215	-0.346677705417754	-0.942261214521164	-0.69835563879835	2.13703596211016	True	True	True	True	True	True	True	3.165410105	2.716684873
11166.fmnh.1170	43806	4.925156262	3.775626741	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Long_tailed Paradise_Whydah	Vidua_paradisaea		MLW.4488	MLW-4488			Vidua_paradisaea	flighted	strong	Vidua_paradisaea	20.35	PlantSeed	0	0	0	0	0	100	0	0	0	0	Aves	Estrildidae	Vidua	Metazoa	Passeriformes	Chordata	Vidua paradisaea		Vidua paradisaea		Vidua_paradisaea	3.05555525276164	2.99951539924379	0.742607817338361	-0.0752284748624703	-0.63537934806403	-0.552738863910921	2.29674878951212	True	True	True	True	True	True	True	5.016377867	3.789214104
11166.fmnh.2735	32457	26.22435921	3.647376011	intestinal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Long_tailed Paradise_Whydah	Vidua_paradisaea		MLW.4489	MLW-4489			Vidua_paradisaea	flighted	strong	Vidua_paradisaea	20.35	PlantSeed	0	0	0	0	0	100	0	0	0	0	Aves	Estrildidae	Vidua	Metazoa	Passeriformes	Chordata	Vidua paradisaea		Vidua paradisaea		Vidua_paradisaea	3.05555525276164	2.99951539924379	0.742607817338361	-0.0752284748624703	-0.63537934806403	-0.552738863910921	2.29674878951212	True	True	True	True	True	True	True	32.15953958	3.682310925
11166.fmnh.1156	16769	4.939476682	3.220241775	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dwarf Bittern	Ixobrychus_sturmii		MLW.4471	MLW-4471			Ixobrychus_sturmii	flighted	strong	Ixobrychus_sturmii	140	Invertebrate	0	60	0	0	0	0	20	0	20	0	Aves	Ardeidae	Ixobrychus	Metazoa	Pelecaniformes	Chordata	Ixobrychus sturmii		Ixobrychus sturmii		Ixobrychus_sturmii	NA	NA	NA	NA	NA	NA	NA								4.962257697	3.242520345
11166.fmnh.1171	36654	8.149707608	3.500287156	fecal	frozen	F	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Dwarf Bittern	Ixobrychus_sturmii		MLW.4490	MLW-4490			Ixobrychus_sturmii	flighted	strong	Ixobrychus_sturmii	140	Invertebrate	0	60	0	0	0	0	20	0	20	0	Aves	Ardeidae	Ixobrychus	Metazoa	Pelecaniformes	Chordata	Ixobrychus sturmii		Ixobrychus sturmii		Ixobrychus_sturmii	NA	NA	NA	NA	NA	NA	NA								9.105620867	3.523993138
11166.fmnh.1072	67074	24.58745269	6.289550113	fecal	frozen	M	unknown	wild	unknown	FMNH birds	FMNH	Malawi	Greater Honeyguide	Indicator_indicator		MLW.4385	MLW-4385			Indicator_indicator	flighted	strong	Indicator_indicator	50.4	FruiNect	20	20	60	0	0	0	0	0	0	0	Aves	Indicatoridae	Indicator	Metazoa	Piciformes	Chordata	Indicator indicator		Indicator indicator		Indicator_indicator	NA	NA	NA	NA	NA	NA	NA								29.01625333	6.326825233
