DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Diet Barchart
COLOR	#00FF00
FIELD_COLORS	#a6cee3	#cab2d6	#1f78b4	#33a02c	#6a3d9a	#b2df8a	#fb9a99	#e31a1c	#ff7f00	#fdbf6f
FIELD_LABELS	Fruit	Invertebrates	Nectar	Plants	Scavenging	Seeds	Meat (Ectotherms)	Meat (Endotherms)	Meat (Fish)	Meat (Unknown)
LEGEND_TITLE	Dataset legend
LEGEND_SHAPES	1	1	1	1	1	1	1	1	1	1
LEGEND_COLORS	#a6cee3	#cab2d6	#1f78b4	#33a02c	#6a3d9a	#b2df8a	#fb9a99	#e31a1c	#ff7f00	#fdbf6f
LEGEND_LABELS	Fruit	Invertebrates	Nectar	Plants	Scavenging	Seeds	Meat (Ectotherms)	Meat (Endotherms)	Meat (Fish)	Meat (Unknown)
MARGIN	0
WIDTH	200
DATA
Ninox_scutulata	0.0	60.0	0.0	0.0	0.0	0.0	20.0	20.0	0.0	0.0
Noctilio_leporinus	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
Notharchus_macrorhynchos	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nothura_maculosa	30.0	40.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Numenius_madagascariensis	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Numenius_phaeopus	20.0	60.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Numenius_tahitiensis	20.0	40.0	0.0	20.0	10.0	0.0	0.0	0.0	10.0	0.0
Numida_meleagris	10.0	30.0	0.0	40.0	0.0	20.0	0.0	0.0	0.0	0.0
Nyctereutes_procyonoides	30.0	20.0	0.0	0.0	0.0	10.0	30.0	10.0	0.0	0.0
Nycteris_arge	0.0	80.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0
Nycteris_thebaica	0.0	80.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0
Nycticebus_pygmaeus	20.0	40.0	0.0	0.0	0.0	0.0	10.0	30.0	0.0	0.0
Nystalus_maculatus	0.0	80.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Octodon_degus	20.0	0.0	0.0	60.0	0.0	20.0	0.0	0.0	0.0	0.0
Odocoileus_virginianus	0.0	0.0	0.0	90.0	0.0	10.0	0.0	0.0	0.0	0.0
Oenanthe_oenanthe	20.0	70.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Okapia_johnstoni	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Onychoprion_aleuticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
Onychorhynchus_coronatus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orthotomus_samarensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orycteropus_afer	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oryctolagus_cuniculus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Oryx_beisa	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Oryx_dammah	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Oryx_gazella	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Oryx_leucoryx	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Otocyon_megalotis	0.0	50.0	0.0	20.0	0.0	0.0	0.0	20.0	0.0	10.0
Otomops_martiensseni	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Otomys_tropicalis	10.0	0.0	0.0	80.0	0.0	10.0	0.0	0.0	0.0	0.0
Ovis_aries	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Ovis_canadensis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxyura_jamaicensis	0.0	60.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
Pachycephala_philippinensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pachyramphus_cinnamomeus	30.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pan_troglodytes	60.0	10.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Pandion_haliaetus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
Panthera_leo	0.0	0.0	0.0	0.0	10.0	0.0	0.0	90.0	0.0	0.0
Panthera_onca	0.0	0.0	0.0	0.0	0.0	0.0	10.0	80.0	10.0	0.0
Panthera_tigris_sumatrae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Panthera_uncia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Papio_anubis	20.0	10.0	0.0	30.0	0.0	0.0	0.0	40.0	0.0	0.0
Papio_hamadryas	0.0	10.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	10.0
Papio_papio	20.0	10.0	0.0	40.0	0.0	10.0	0.0	0.0	0.0	20.0
Parabuteo_unicinctus	0.0	0.0	0.0	0.0	0.0	0.0	10.0	90.0	0.0	0.0
Paradisaea_raggiana	60.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parahyaena_brunnea	10.0	10.0	0.0	0.0	70.0	0.0	0.0	10.0	0.0	0.0
Parkesia_noveboracensis	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
Paroaria_coronata	20.0	60.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Passer_domesticus	0.0	10.0	0.0	30.0	0.0	60.0	0.0	0.0	0.0	0.0
Passer_griseus	10.0	20.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
Pavo_cristatus	0.0	30.0	0.0	20.0	0.0	40.0	0.0	0.0	0.0	10.0
Pelecanus_occidentalis	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	80.0	0.0
Peropteryx_kappleri	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phacochoerus_africanus	10.0	0.0	0.0	80.0	10.0	0.0	0.0	0.0	0.0	0.0
Phaenicophaeus_curvirostris	0.0	60.0	0.0	0.0	0.0	0.0	20.0	20.0	0.0	0.0
Phaethon_aethereus	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Phaethon_rubricauda	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
Phaethornis_longirostris	0.0	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phalacrocorax_punctatus	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
Phalaropus_fulicaria	0.0	80.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Phalaropus_lobatus	0.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Phapitreron_amethystinus	50.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Phascolarctos_cinereus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Pheucticus_aureoventris	30.0	40.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Pheucticus_melanocephalus	20.0	70.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Philydor_atricapillus	0.0	90.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Phoebastria_immutabilis	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
Phoenicopterus_chilensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phoenicopterus_ruber	0.0	50.0	0.0	20.0	0.0	20.0	0.0	0.0	10.0	0.0
Phyllastrephus_cerviniventris	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picoides_pubescens	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Picoides_villosus	10.0	70.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Piliocolobus_badius	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Pinicola_enucleator	20.0	20.0	0.0	30.0	0.0	30.0	0.0	0.0	0.0	0.0
Pipra_erythrocephala	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Piranga_rubra	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pithecia_pithecia	30.0	0.0	10.0	30.0	0.0	0.0	0.0	30.0	0.0	0.0
Platalea_ajaja	0.0	40.0	0.0	10.0	0.0	0.0	0.0	0.0	50.0	0.0
Platyrinchus_coronatus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plectrophenax_nivalis	0.0	30.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Plecturocebus_moloch	50.0	20.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Plegadis_chihi	0.0	80.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0
Plegadis_falcinellus	0.0	80.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0
Plocepasser_mahali	0.0	50.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Ploceus_ocularis	10.0	60.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	0.0
Ploceus_velatus	0.0	40.0	0.0	20.0	10.0	30.0	0.0	0.0	0.0	0.0
Pluvialis_fulva	10.0	70.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Pluvialis_squatarola	0.0	70.0	0.0	20.0	0.0	10.0	0.0	0.0	0.0	0.0
Podargus_strigoides	0.0	80.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0
Podiceps_grisegena	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
Poecile_hudsonica	20.0	60.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Poecile_rufescens	20.0	60.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Poecilotriccus_sylvia	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyplectron_napoleonis	40.0	50.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Pongo_abelii	80.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Pongo_pygmaeus	80.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Porphyrio_hochstetteri	0.0	10.0	0.0	50.0	0.0	30.0	10.0	0.0	0.0	0.0
Porphyrio_porphyrio	0.0	10.0	0.0	40.0	0.0	30.0	10.0	10.0	0.0	0.0
Porzana_carolina	0.0	40.0	0.0	30.0	0.0	30.0	0.0	0.0	0.0	0.0
Potos_flavus	80.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Praomys_jacksoni	30.0	20.0	0.0	20.0	0.0	30.0	0.0	0.0	0.0	0.0
Premnoplex_brunnescens	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Priodontes_maximus	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Prionailurus_viverrinus	0.0	20.0	0.0	0.0	0.0	0.0	20.0	20.0	40.0	0.0
Procavia_capensis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Procyon_lotor	20.0	40.0	0.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0
Prolemur_simus	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Pronolagus_rupestris	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Propithecus_verreauxi	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Prosthemadera_novaeseelandiae	10.0	20.0	60.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Proteles_cristatus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psarocolius_decumanus	40.0	40.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudocheirus_peregrinus	20.0	0.0	10.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudois_nayaur	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Psittacus_erithacus	50.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Pterodroma_hypoleuca	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Pteromys_volans	30.0	10.0	0.0	30.0	0.0	30.0	0.0	0.0	0.0	0.0
Pteronotus_davyi	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pteronotus_parnellii	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pteronura_brasiliensis	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
Pteropus_poliocephalus	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptilinopus_occipitalis	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Puffinus_tenuirostris	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
Puma_concolor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Puma_yagouaroundi	10.0	10.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0
Pycnonotus_barbatus	50.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0
Pycnonotus_goiavier	50.0	10.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Pygathrix_nemaeus_nemaeus	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Pygoscelis_adeliae	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
Pytilia_afra	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Pytilia_melba	0.0	20.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0
Rallina_eurizonoides	0.0	40.0	0.0	30.0	0.0	30.0	0.0	0.0	0.0	0.0
Rallus_limicola	0.0	20.0	0.0	20.0	0.0	20.0	20.0	0.0	20.0	0.0
Ramphastos_toco	70.0	20.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
Ramphocelus_carbo	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Raphicerus_campestris	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Recurvirostra_avosetta	0.0	60.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
Regulus_satrapa	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhabdomys_pumilio	20.0	20.0	0.0	20.0	0.0	40.0	0.0	0.0	0.0	0.0
Rhea_americana	20.0	20.0	0.0	20.0	0.0	20.0	10.0	10.0	0.0	0.0
Rhinoceros_unicornis	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhinolophus_clivosus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhinolophus_eloquens	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhinolophus_landeri	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhinopithecus_bieti	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhinopithecus_brelichi	20.0	0.0	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0
Rhinopithecus_roxellana	10.0	0.0	0.0	80.0	0.0	10.0	0.0	0.0	0.0	0.0
Rhipidura_javanica	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodinocichla_rosea	40.0	30.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Rhodostethia_rosea	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Rhogeessa_aeneus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhynchonycteris_naso	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhyticeros_undulatus	90.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rollandia_rolland	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Rollulus_rouloul	30.0	40.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Rousettus_aegyptiacus	60.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rousettus_lanosus	60.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccopteryx_bilineata	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saguinus_geoffroyi	30.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saguinus_imperator	30.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saguinus_labiatus	30.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saguinus_oedipus	30.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saimiri_boliviensis	20.0	20.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	20.0
Saltator_maximus	30.0	60.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cebus_apella	20.0	20.0	10.0	20.0	0.0	20.0	0.0	0.0	0.0	10.0
Sarcophilus_harrisii	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Sarcoramphus_papa	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Sarkidiornis_melanotos	0.0	30.0	0.0	40.0	0.0	30.0	0.0	0.0	0.0	0.0
Sclerurus_guatemalensis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scopus_umbretta	0.0	30.0	0.0	0.0	0.0	0.0	40.0	0.0	30.0	0.0
Scotoecus_hirundo	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scotophilus_dinganii	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Seicercus_borealis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Seiurus_aurocapilla	10.0	70.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0
Semnopithecus_entellus	10.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
Serinus_canicollis	0.0	10.0	0.0	20.0	0.0	70.0	0.0	0.0	0.0	0.0
Setophaga_ruticilla	10.0	80.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Sheppardia_sharpei	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sitta_canadensis	0.0	50.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Sitta_frontalis	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Somateria_mollissima	10.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0
Speothos_venaticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
Sphyrapicus_ruber	0.0	70.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
Spiza_americana	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
Spizella_pallida	0.0	20.0	0.0	20.0	0.0	60.0	0.0	0.0	0.0	0.0
Stercorarius_maccormicki	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	80.0	0.0
Sterna_hirundo	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	80.0	0.0
Sterna_paradisaea	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	80.0	0.0
Streptopelia_capicola	10.0	20.0	10.0	20.0	0.0	40.0	0.0	0.0	0.0	0.0
Streptopelia_chinensis	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
Strigops_habroptilus	30.0	0.0	0.0	50.0	0.0	20.0	0.0	0.0	0.0	0.0
Strix_nebulosa	0.0	10.0	0.0	0.0	0.0	0.0	20.0	70.0	0.0	0.0
Strix_varia	0.0	10.0	0.0	0.0	0.0	0.0	10.0	70.0	10.0	0.0
Struthio_camelus	0.0	10.0	0.0	50.0	0.0	30.0	0.0	0.0	0.0	10.0
Sturnella_neglecta	0.0	50.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
Sturnira_erythromos	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sturnira_lilium	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sula_leucogaster	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
Suricata_suricatta	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	20.0
Surnia_ulula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	10.0
Surniculus_lugubris	0.0	80.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Sus_cebifrons	0.0	10.0	0.0	60.0	10.0	10.0	0.0	0.0	0.0	10.0
Sus_scrofa	0.0	10.0	0.0	60.0	10.0	10.0	0.0	0.0	0.0	10.0
Sylvia_borin	40.0	50.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sylvicapra_grimmia	20.0	0.0	0.0	70.0	0.0	0.0	0.0	10.0	0.0	0.0
Symphalangus_syndactylus	80.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Synallaxis_brachyura	0.0	90.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Syncerus_caffer_caffer	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tachycineta_bicolor	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tachyeres_patachonicus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tachyglossus_aculeatus_aculeatus	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tamandua_tetradactyla	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tangara_episcopus	50.0	40.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Tapirus_terrestris	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Taraba_major	0.0	60.0	0.0	10.0	0.0	0.0	20.0	10.0	0.0	0.0
Thalasseus_sandvicensis	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0
Thamnophilus_atrinucha	0.0	90.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Theropithecus_gelada	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Thraupis_palmarum	60.0	10.0	10.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
Threskiornis_aethiopicus	0.0	70.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0
Thryothorus_ludovicianus	10.0	60.0	0.0	0.0	0.0	10.0	20.0	0.0	0.0	0.0
Tinamus_major	40.0	20.0	0.0	0.0	0.0	30.0	10.0	0.0	0.0	0.0
Tityra_inquisitor	80.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tockus_deckeni	10.0	40.0	0.0	0.0	0.0	10.0	20.0	20.0	0.0	0.0
Tockus_erythrorhynchus	10.0	40.0	0.0	0.0	0.0	0.0	30.0	20.0	0.0	0.0
Tockus_nasutus	10.0	70.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Todiramphus_recurvirostris	0.0	80.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
Tolmomyias_assimilis	10.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tolypeutes_matacus	20.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Torgos_tracheliotos	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	10.0
Trachops_cirrhosus	10.0	50.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
Trachypithecus_auratus	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Trachypithecus_francoisi	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Trachypithecus_vetulus	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragelaphus_angasii	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragelaphus_eurycerus	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragelaphus_imberbis	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragelaphus_oryx	30.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragelaphus_strepsiceros	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragulus_javanicus	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Tragulus_napu	20.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0
Tremarctos_ornatus	80.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Treron_calvus	80.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Treron_vernans	80.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Treron_waalia	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Triaenops_afer	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trichechus_manatus_latirostris	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Trichoglossus_haematodus	30.0	0.0	40.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Tringa_brevipes	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tringa_glareola	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tringa_melanoleuca	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Tringa_semipalmata	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Tringa_totanus	0.0	80.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0
Troglodytes_aedon	0.0	80.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
Troglodytes_troglodytes	10.0	60.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0
Trogon_massena	70.0	20.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Trogon_rufus	40.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tupaia_belangeri	0.0	90.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
Turdus_obscurus	60.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Turdus_olivater	50.0	40.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Turnix_suscitator	0.0	30.0	0.0	20.0	0.0	50.0	0.0	0.0	0.0	0.0
Tursiops_truncatus	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
Tympanuchus_phasianellus	10.0	10.0	0.0	70.0	0.0	10.0	0.0	0.0	0.0	0.0
