	observed_otus
1696.VH0023B	324
1696.VH0018B	362
1696.FTA.B.2a	429
1696.CT0011.3	310
1696.VH0021A	272
1696.FTA.A.0	376
1696.VH0033B	184
1696.VH0028A	304
1696.FTA.D.12b	404
1696.CT0019.1	395
1696.VH0011B	430
1696.X.B.0	269
1696.X.D.12	306
1696.VH0003A	311
1696.FTA.A.2a	370
1696.VH0038A	365
1696.CT0018.1	326
1696.CT0002.1	372
1696.CT0017.3A	333
1696.VH0001B	353
1696.X.C.0	261
1696.VH0013A	367
1696.VH0008A	283
1696.VH0031B	200
1696.VH0023A	317
1696.FTA.B.2b	444
1696.VH0018A	350
1696.FTA.B.24	370
1696.VH0021B	274
1696.VH0033A	186
1696.VH0034B	349
1696.FTA.A.12	382
1696.VH0026A	413
1696.X.C.12	287
1696.VH0024B	343
1696.CT0010.3A	180
1696.VH0036A	281
1696.VH0014B	306
1696.X.D.0	311
1696.VH0006A	347
1696.FTA.C.12a	410
1696.VH0004B	367
1696.VH0016A	311
1696.VH0015B	295
1696.VH0007A	472
1696.CT0005.0A	372
1696.FTA.C.24	391
1696.VH0005B	412
1696.VH0017A	319
1696.VH0035B	249
1696.VH0027A	420
1696.CT0008.6	533
1696.FTA.C.2	353
1696.CT0021.2	323
1696.CT0013.1	455
1696.FTA.D.24a	334
1696.VH0040B	401
1696.VH0025B	445
1696.VH0037A	285
1696.CT0020.2	262
1696.VH0030B	352
1696.VH0022A	262
1696.CT0014.0A	424
1696.FTA.A.24a	408
1696.CT0015.1	242
1696.VH0009A	398
1696.VH0020B	366
1696.VH0032A	200
1696.FTA.D.2	380
1696.VH0019A	336
1696.VH0010B	339
1696.VH0002A	293
1696.VH0029A	232
1696.X.B.12	374
1696.VH0012A	351
1696.CT0016.1	318
1696.VH0039A	458
2182.Z1EA	433
2182.ZF12B	625
2182.VHPBC0021	533
2182.CPZF2D	622
2182.Z0B	427
2182.CPZF2C	610
2182.VHPBC0026	422
2182.Z8RA	501
2182.ZX0B	547
2182.CPZF24C	566
2182.Z2EA	398
2182.CPZF24D	553
2182.ZF12C.b	669
2182.Z820B	458
2182.Z420A	469
2182.CPZF12A	552
2182.ZX2A	516
2182.CPZFOD.b	623
2182.ZF24CN	668
2182.ZX12B	585
2182.VHPBC0013	487
2182.VHBJ0020	543
2182.Z4EA	415
2182.VHPBC0014	468
2182.ZF2B.b	647
2182.ZF24D.a	699
2182.Z180B	555
2182.CPZX24C	582
2182.VHBBC0002	573
2182.Z8FB	593
2182.ZF12DN	676
2182.VHYGP0001	548
2182.NKF0001	404
2182.VHBBC0005	575
2182.CPZX24D	591
2182.Z280A	450
2182.CPZFOB	570
2182.Z2RA	449
2182.ZX0D	580
2182.ZX2CN	579
2182.CPZF24B	598
2182.ZX0C	480
2182.ZX24DN	562
2182.Z880B	433
2182.Z480A	462
2182.CPZXOA	594
2182.ZF2C	643
2182.ZF12D	624
2182.VHPBC0027	475
2182.ZF24A	551
2182.ZX0CN	410
2182.ZX12CN	555
2182.Z4FB	574
2182.Z1RA	503
2182.VHPBC0020	613
2182.ZF2D	606
2182.CPZF0A	538
2182.VHBBC0004	515
2182.ZF2CN	658
2182.Z2FB	615
2182.VHBBC0003	386
2182.Z220A	500
2182.Z4RA	445
2182.ZF0CN	626
2182.ZF0A.a	647
2182.VHPBC0015	519
2182.ZX12D	630
2182.VHBJ0021	449
2182.ZX12C	615
2182.VHPBC0012	421
2182.Z1FB	645
2182.NKF0003	497
2182.Z2FA	592
2182.VHPBC0018	517
2182.ZX12DN	550
2182.NKF0004	511
2182.Z220B	487
2182.CPZX24A	596
2182.ZX0DN	562
2182.Z4RB	447
2182.ZF0A.b	639
2182.ZX24CN	522
2182.VHBJ0006	503
2182.Z120A	577
2182.Z1FA	664
2182.ZX2DN	587
2182.CPZF12C	557
2182.Z2RB	438
2182.ZX2C	570
2182.ZF0DN	639
2182.VHBJ0019	472
2182.CPZF24A	523
2182.Z8EB	403
2182.Z880A	489
2182.ZX2D	603
2182.CPZF12D	565
2182.Z480B	491
2182.CPZXOB	598
2182.ZF24B	600
2182.ZF0D	663
2182.VHPBC0024	547
2182.Z4FA	566
2182.ZF2DN	636
2182.Z1RB	518
2182.VHPBC0023	454
2182.ZF0C	668
2182.VHPBC0007	460
2182.VHBJ0007	408
2182.ZX24D	612
2182.VHBJ0023	558
2182.VHMAH0001	361
2182.VHBJ0024	547
2182.Z4EB	416
2182.VHPBC0017	505
2182.ZX24C	649
2182.ZF24D.b	615
2182.VHBBC0001	614
2182.Z8FA	577
2182.CPZX12B	575
2182.VHBBC0006	574
2182.VHBJ0009	559
2182.NKF0002	471
2182.Z1EB	472
2182.CPZXOD	573
2182.ZF12A	640
2182.ZF12CN	632
2182.VHPBC0022	234
2182.Z0A	385
2182.VHBJ0016	532
2182.VHPBC0025	473
2182.ZF24C	579
2182.CPZXOC	541
2182.ZF2A	684
2182.Z8RB	510
2182.ZX0A	540
2182.VHBJ0018	647
2182.Z2EB	383
2182.ZF24DN	672
2182.ZF12C.a	618
2182.Z820A	476
2182.Z420B	492
2182.CPZF12B	570
2182.ZX2B	606
963.Iguana.46.060910.HPT.vial.244	354
963.Iguana.159.052511.SUR.vial.793	158
963.Iguana.64.062510.BCP.vial.303	350
963.Iguana.19.052510.LAB.vial.91	298
963.Iguana.78.050411.LAB.vial.528	470
963.Iguana.23.052210.BCO.vial.88	269
963.Iguana.151.052111.SUR.vial.737	186
963.Iguana.26.060810.BCO.vial.215	189
963.Iguana.47.060910.HPT.vial.246	879
963.Iguana.27.060310.BCO.vial.193	165
963.Iguana.27.060110.BCO.vial.152	199
963.Iguana.79.050411.LAB.vial.541	234
963.Iguana.202.060611.BOH.vial.881	264
963.Iguana.222.061011.BOH.vial.915	53
963.Iguana.27.052710.BCO.vial.134	211
963.Iguana.36.052910.BCO.vial.125	226
963.Iguana.147.052011.LAB.vial.728	200
963.Iguana.168.052811.SUR.vial.800	219
963.Iguana.204.060611.LAB.vial.852	395
963.Iguana.118.051211.LAB.vial.693	160
963.Iguana.221.061011.BOH.vial.914	392
963.Iguana.18.052110.BCO.vial.83	313
963.Iguana.117.051211.LAB.vial.666	320
963.Iguana.154.061011.BOH.vial.921	668
963.Iguana.227.061011.BOH.vial.990	426
963.Iguana.26.052310.BCO.vial.85	222
963.Iguana.S1.061011.BOH.vial.967	583
963.Iguana.A1.1.062010.GAM.vial.300	538
963.Iguana.48.060910.HPT.vial.205	358
963.Iguana.A3.2.060311.STY.vial.891	427
963.Iguana.39.060610.BCO.vial.243	311
963.Iguana.229.061111.SUR.vial.996	129
963.Iguana.78.051411.LAB.vial.675	330
963.Iguana.39.053110.BCO.vial.191	327
963.Iguana.230.061211.GAM.vial.962	386
963.Iguana.A2.1.062810.STY.vial.335	411
963.Iguana.A4.2.061211.BOH.vial.980	559
963.Iguana.225.061011.SUR.vial.959	301
963.Iguana.28.052510.BCO.vial.149	422
963.Iguana.146.052011.LAB.vial.723	333
963.Iguana.78.051211.LAB.vial.610	386
963.Iguana.78.051611.LAB.vial.661	297
963.Iguana.27.060610.BCO.vial.213	221
963.Iguana.156.052511.SUR.vial.755	81
963.Iguana.236.061311.BOH.vial.1000	303
963.Iguana.12.052010.LAB.vial.84	61
963.Iguana.210.060711.BVP.vial.885	253
963.Iguana.223.061011.BOH.vial.920	378
963.Iguana.14.053010.BCO.vial.190	306
963.Iguana.27.052510.BCO.vial.147	373
963.Iguana.88.050711.LAB.vial.589	137
963.Iguana.50.060910.HPT.vial.207	230
963.Iguana.A1.2.042011.LAB.vial.307	295
963.Iguana.167.052811.SUR.vial.795	91
963.Iguana.131.051611.LAB.vial.683	382
963.Iguana.54.062110.HPT.vial.260	418
963.Iguana.20.052010.LAB.vial.65	161
963.Iguana.79.051011.LAB.vial.626	265
963.Iguana.35.052910.BCO.vial.139	212
963.Iguana.A2.2.060311.STY.vial.840	481
963.Iguana.212.060711.BVP.vial.898	453
963.Iguana.S3.061211.BOH.vial.995	645
963.Iguana.18.052810.BCO.vial.116	190
963.Iguana.53.061010.BCP.vial.204	418
963.Iguana.28.060310.BCO.vial.151	398
963.Iguana.61.062310.PBP.vial.257	411
963.Iguana.27.053010.BCO.vial.162	184
963.Iguana.18.051710.BCO.vial.69	163
963.Iguana.37.053010.BCO.vial.182	418
963.Iguana.164.052711.GAM.vial.763	467
963.Iguana.158.052511.SUR.vial.792	223
963.Iguana.209.060711.BVP.vial.867	426
963.Iguana.182.060111.SUR.vial.811	112
963.Iguana.44.061010.SUR.vial.211	525
963.Iguana.178.052911.LAB.vial.813	191
963.Iguana.44.060410.SUR.vial.223	430
963.Iguana.26.052910.BCO.vial.128	284
963.Iguana.31.053110.BCO.vial.174	350
963.Iguana.28.061410.BCO.vial.286	446
963.Iguana.78.051011.LAB.vial.634	385
963.Iguana.49.060910.HPT.vial.226	322
963.Iguana.57.061710.BCO.vial.268	126
963.Iguana.Ax.2.042911.HPT.vial.481d	352
963.Iguana.161.052511.SUR.vial.762	215
963.Iguana.162.061111.BOH.vial.981	527
963.Iguana.63.062410.BCO.vial.283	438
963.Iguana.88.051411.LAB.vial.676	113
963.Iguana.S2.061211.BOH.vial.971	480
963.Iguana.204.060811.LAB.vial.928	339
963.Iguana.51.061010.SUR.vial.224	402
1747.c.v.v.2011008.fecal	397
1747.200080.92812.fecal	201
1747.RGZ.7172012.NN.fecal	125
1747.c.v.v.2011009.fecal	67
1747.207495.10512.fecal	183
1747.992318.fecal	266
1747.Teman.72612.feces1	151
1747.992319.fecal	361
1747.200188.fecal	85
1747.209107.fecal	53
1747.jordy.409305.fecal	131
1747.rinca.52.101212	70
1747.rinca.51.101212	85
1747.946303.10512.fecal	115
1747.v.indicus.58.fecal	184
1747.v.rudicollis.44.fecal	146
1747.ocher.23292.fecal	117
1747.Sanchez.72612.feces2	142
1747.c.v.v.2011007.fecal	48
1747.smaug.19404.fecal	138
1747.lima.991488.fecal	123
1747.936306.10512.fecal	211
1747.992317.fecal	195
1747.RGZ.7172012.H.fecal	182
1747.DZF.672012.KK.fecal	32
1747.DZF.6142012.KK.fecal	91
1747.DZF.6132012.A.fecal	153
1747.930250.fecal	204
1747.992495.fecal	97
1747.992316.fecal	381
1747.kawan.407319.fecal	172
1747.DZF.6272012.KK.feces	238
1747.L00376.81812.feces	318
1747.DZF.612012.RJ.fecal	84
1747.slasher.48.101212	50
1747.slasher.49.101212	57
1747.200197.fecal	104
1747.szelma.992677.fecal	117
1747.Teman.72612.feces2	110
1747.Hi.Five.232569.fecal	93
1747.992491.fecal	58
1747.c.v.v.2011010.fecal	249
1747.207507.10512.fecal	185
1747.DZF.6202012.KK.feces	173
1747.buru.991965.fecal	111
1747.c.v.v.2011012.fecal	142
10522.2600.54956	1203
10522.2600.54957	1260
10522.2600.54959	1365
11815.PWW.3431.FecalFTA	47
11815.JCK.10399.FecalFTA	55
11815.PWW.3449.FecalFTA	44
11815.PWW.3543.FecalFTA	31
11815.PWW.3394.FecalFTA	150
11815.PWW.3453.FecalFTA	89
11815.JCK.10383.FecalFTA	49
11815.PWW.3377.FecalFTA	63
11815.JCK.10360.FecalFTA	27
11815.PWW.3521.FecalFTA	93
11815.PWW.3636.FecalFTA	33
11815.PWW.3559.FecalFTA	21
11815.PWW.3332.FecalFTA	24
11815.PWW.3564.FecalFTA	23
11815.JCK.10329.FecalFTA.1	18
11815.JCK.10401.FecalFTA	83
11815.BN.612.FecalFTA	30
11815.PWW.3416.FecalFTA	54
11815.PWW.3587.FecalFTA	53
11815.PWW.3328.FecalFTA	60
11815.PWW.3506.FecalFTA	33
11815.PWW.3611.FecalFTA	119
11815.PWW.3497.FecalFTA	27
11815.BN.608.FecalFTA	24
11815.PWW.3474.FecalFTA	185
11815.BN.619.FecalFTA	15
11815.PWW.3465.FecalFTA	37
11815.BN.595.FecalFTA	46
11815.PWW.3339.FecalFTA	32
11815.PWW.3341.FecalFTA	23
11815.PWW.3486.FecalFTA	19
11815.JCK.10356.FecalFTA	173
11815.PWW.3517.FecalFTA	21
11815.BN.603.FecalFTA	106
11815.PWW.3596.FecalFTA	22
11815.PWW.3407.FecalFTA	18
11815.JCK.10334.FecalFTA	31
11815.PWW.3366.FecalFTA	29
11815.PWW.3548.FecalFTA	33
11815.PWW.3530.FecalFTA	49
11815.PWW.3385.FecalFTA	44
11815.PWW.3442.FecalFTA	29
11815.PWW.3552.FecalFTA	21
11815.PWW.3458.FecalFTA	28
11815.PWW.3420.FecalFTA	116
11815.JCK.10261.FecalFTA	66
11815.PWW.3508.FecalFTA	26
11815.PWW.3570.FecalFTA	24
11815.PWW.3499.FecalFTA	20
11815.JCK.10331.FecalFTA	99
11815.PWW.3326.FecalFTA	134
11815.PWW.3593.FecalFTA	40
11815.PWW.3402.FecalFTA	17
11815.BN.606.FecalFTA	23
11815.PWW.3605.FecalFTA	57
11815.PWW.3483.FecalFTA	63
11815.PWW.3344.FecalFTA	18
11815.JCK.10259.FecalFTA	50
11815.PWW.3418.FecalFTA	37
11815.PWW.3589.FecalFTA	105
11815.PWW.3460.FecalFTA	100
11815.JCK.10264.FecalFTA	155
11815.PWW.3533.FecalFTA.1	18
11815.PWW.3638.FecalFTA	22
11815.PWW.3360.FecalFTA.1	30
11815.PWW.3379.FecalFTA	75
11815.JCK.10397.FecalFTA	90
11815.PWW.3447.FecalFTA	48
11815.PWW.3380.FecalFTA	104
11815.PWW.3622.FecalFTA	44
11815.PWW.3363.FecalFTA	52
11815.JCK.10365.FecalFTA	33
11815.PWW.3524.FecalFTA	66
11815.PWW.3633.FecalFTA	49
11815.PWW.3372.FecalFTA	54
11815.PWW.3535.FecalFTA.2	89
11815.PWW.3456.FecalFTA	42
11815.JCK.10386.FecalFTA	36
11815.PWW.3546.FecalFTA	88
11815.PWW.3629.FecalFTA	42
11815.PWW.3481.FecalFTA.1	9
11815.PWW.3368.FecalFTA	32
11815.PWW.3471.FecalFTA	94
11815.PWW.3409.FecalFTA	20
11815.JCK.10384.FecalFTA.2	24
11815.PWW.3503.FecalFTA	39
11815.PWW.3614.FecalFTA	104
11815.PWW.3492.FecalFTA	30
11815.PWW.3355.FecalFTA	18
11815.PWW.3413.FecalFTA.2	40
11815.PWW.3582.FecalFTA	31
11815.JCK.10404.FecalFTA	33
11815.BN.617.FecalFTA	14
11815.PWW.3488.FecalFTA	9
11815.PWW.3601.FecalFTA.2	140
11815.JCK.10358.FecalFTA	10
11815.PWW.3337.FecalFTA	13
11815.PWW.3505.FecalFTA.1	6
11815.PWW.3628.FecalFTA	32
11815.PWW.3547.FecalFTA	20
11815.PWW.3369.FecalFTA	79
11815.JCK.10298.FecalFTA.2	38
11815.PWW.3525.FecalFTA	194
11815.JCK.10364.FecalFTA	30
11815.PWW.3632.FecalFTA	39
11815.PWW.3373.FecalFTA	33
11815.PWW.3457.FecalFTA	51
11815.JCK.10332.FecalFTA.2	51
11815.PWW.3390.FecalFTA	74
11815.PWW.3583.FecalFTA	38
11815.JCK.10405.FecalFTA	31
11815.BN.616.FecalFTA	18
11815.PWW.3560.FecalFTA	39
11815.PWW.3489.FecalFTA	22
11815.JCK.10359.FecalFTA	40
11815.PWW.3518.FecalFTA	158
11815.PWW.3336.FecalFTA	26
11815.JCK.10302.FecalFTA.1	21
11815.PWW.3599.FecalFTA	161
11815.PWW.3470.FecalFTA	96
11815.PWW.3408.FecalFTA	40
11815.PWW.3502.FecalFTA	19
11815.PWW.3493.FecalFTA	155
11815.PWW.3615.FecalFTA	12
11815.PWW.3354.FecalFTA	16
11815.PWW.3482.FecalFTA	71
11815.PWW.3604.FecalFTA	100
11815.PWW.3513.FecalFTA	16
11815.PWW.3345.FecalFTA	15
11815.PWW.3419.FecalFTA	46
11815.JCK.10258.FecalFTA	265
11815.PWW.3600.FecalFTA.2	30
11815.PWW.3588.FecalFTA	32
11815.PWW.3461.FecalFTA	43
11815.PWW.3509.FecalFTA	18
11815.JCK.10330.FecalFTA	25
11815.PWW.3571.FecalFTA	35
11815.PWW.3498.FecalFTA	12
11815.PWW.3592.FecalFTA	61
11815.PWW.3403.FecalFTA	15
11815.JCK.10396.FecalFTA	79
11815.PWW.3623.FecalFTA	14
11815.PWW.3534.FecalFTA	34
11815.PWW.3572.FecalFTA.2	112
11815.PWW.3362.FecalFTA	44
11815.JCK.10265.FecalFTA	636
11815.BN.620.FecalFTA	17
11815.JCK.10286.FecalFTA	26
11815.PWW.3641.FecalFTA	45
11815.PWW.3639.FecalFTA	46
11815.PWW.3556.FecalFTA	35
11815.PWW.3378.FecalFTA	32
11815.BN.602.FecalFTA	127
11815.PWW.3597.FecalFTA	19
11815.PWW.3406.FecalFTA	31
11815.JCK.10335.FecalFTA	150
11815.PWW.3338.FecalFTA	26
11815.PWW.3340.FecalFTA	77
11815.PWW.3487.FecalFTA	28
11815.PWW.3516.FecalFTA	20
11815.JCK.10357.FecalFTA	27
11815.PWW.3553.FecalFTA	43
11815.PWW.3459.FecalFTA	16
11815.PWW.3421.FecalFTA	73
11815.PWW.3367.FecalFTA	33
11815.PWW.3549.FecalFTA	22
11815.PWW.3626.FecalFTA	26
11815.PWW.3531.FecalFTA	16
11815.JCK.10299.FecalFTA	351
11815.PWW.3384.FecalFTA	59
11815.JCK.10291.FecalFTA.2	115
11815.PWW.3395.FecalFTA	20
11815.PWW.3452.FecalFTA	100
11815.JCK.10382.FecalFTA	35
11815.PWW.3376.FecalFTA	44
11815.PWW.3520.FecalFTA	131
11815.JCK.10361.FecalFTA	38
11815.PWW.3558.FecalFTA	23
11815.PWW.3637.FecalFTA	28
11815.JCK.10398.FecalFTA	49
11815.PWW.3450.FecalFTA.2	52
11815.PWW.3430.FecalFTA	43
11815.PWW.3448.FecalFTA	36
11815.JCK.10303.FecalFTA	108
11815.PWW.3542.FecalFTA	21
11815.PWW.3351.FecalFTA	13
11815.PWW.3329.FecalFTA	29
11815.PWW.3496.FecalFTA	10
11815.PWW.3610.FecalFTA	210
11815.BN.609.FecalFTA	24
11815.PWW.3333.FecalFTA	15
11815.PWW.3617.FecalFTA.1	39
11815.PWW.3565.FecalFTA	191
11815.JCK.10400.FecalFTA	39
11815.BN.613.FecalFTA	24
11815.JCK.10256.FecalFTA	388
11815.PWW.3417.FecalFTA	64
11815.PWW.3586.FecalFTA	54
11815.PWW.3529.FecalFTA	103
11815.JCK.10368.FecalFTA	22
11815.PWW.3423.FecalFTA	72
11815.JCK.10262.FecalFTA	66
11815.PWW.3365.FecalFTA	50
11815.PWW.3624.FecalFTA	17
11815.PWW.3386.FecalFTA	131
11815.PWW.3441.FecalFTA	27
11815.PWW.3439.FecalFTA	63
11815.BN.600.FecalFTA	26
11815.PWW.3404.FecalFTA	27
11815.PWW.3595.FecalFTA	65
11815.PWW.3358.FecalFTA	102
11815.JCK.10337.FecalFTA	186
11815.PWW.3619.FecalFTA	17
11815.JCK.10409.FecalFTA	27
11815.PWW.3466.FecalFTA	233
11815.PWW.3342.FecalFTA	12
11815.BN.596.FecalFTA	45
11815.JCK.10291.FecalFTA.1	188
11815.JCK.10355.FecalFTA	18
11815.PWW.3603.FecalFTA	163
11815.PWW.3485.FecalFTA	22
11815.PWW.3353.FecalFTA	40
11815.PWW.3612.FecalFTA	209
11815.PWW.3494.FecalFTA	26
11815.JCK.10403.FecalFTA.2	28
11815.PWW.3450.FecalFTA.1	69
11815.PWW.3331.FecalFTA	47
11815.PWW.3567.FecalFTA	60
11815.BN.611.FecalFTA	25
11815.JCK.10402.FecalFTA	20
11815.PWW.3584.FecalFTA	66
11815.PWW.3415.FecalFTA	59
11815.PWW.3397.FecalFTA	16
11815.JCK.10380.FecalFTA	42
11815.PWW.3428.FecalFTA	105
11815.PWW.3374.FecalFTA	72
11815.PWW.3635.FecalFTA	51
11815.JCK.10363.FecalFTA	27
11815.PWW.3522.FecalFTA	64
11815.PWW.3617.FecalFTA.2	104
11815.PWW.3538.FecalFTA	17
11815.JCK.10290.FecalFTA	187
11815.JCK.10379.FecalFTA	62
11815.PWW.3540.FecalFTA	18
11815.JCK.10301.FecalFTA	28
11815.PWW.3581.FecalFTA	50
11815.PWW.3410.FecalFTA	31
11815.BN.614.FecalFTA	19
11815.JCK.10407.FecalFTA	26
11815.JCK.10298.FecalFTA.1	33
11815.PWW.3562.FecalFTA	37
11815.BN.598.FecalFTA	18
11815.PWW.3334.FecalFTA	23
11815.JCK.10339.FecalFTA	21
11815.PWW.3491.FecalFTA	11
11815.JCK.10332.FecalFTA.1	36
11815.PWW.3545.FecalFTA	49
11815.JCK.10304.FecalFTA	34
11815.PWW.3437.FecalFTA	47
11815.PWW.3630.FecalFTA	43
11815.JCK.10366.FecalFTA	29
11815.JCK.10385.FecalFTA	14
11815.PWW.3455.FecalFTA	62
11815.PWW.3392.FecalFTA	70
11815.PWW.3444.FecalFTA	57
11815.PWW.3383.FecalFTA	34
11815.JCK.10377.FecalFTA	29
11815.PWW.3536.FecalFTA	18
11815.PWW.3621.FecalFTA	14
11815.PWW.3600.FecalFTA.1	28
11815.PWW.3426.FecalFTA	23
11815.PWW.3399.FecalFTA	20
11815.PWW.3511.FecalFTA	27
11815.JCK.10328.FecalFTA	112
11815.PWW.3606.FecalFTA	40
11815.PWW.3480.FecalFTA	44
11815.PWW.3569.FecalFTA	30
11815.PWW.3347.FecalFTA	40
11815.BN.593.FecalFTA	27
11815.PWW.3572.FecalFTA.1	135
11815.PWW.3463.FecalFTA	54
11815.PWW.3325.FecalFTA	58
11815.PWW.3401.FecalFTA	11
11815.PWW.3479.FecalFTA	17
11815.PWW.3590.FecalFTA	26
11815.PWW.3427.FecalFTA	25
11815.PWW.3398.FecalFTA	12
11815.PWW.3555.FecalFTA	30
11815.PWW.3642.FecalFTA	57
11815.PWW.3382.FecalFTA	62
11815.PWW.3537.FecalFTA	154
11815.JCK.10376.FecalFTA	63
11815.PWW.3620.FecalFTA	17
11815.PWW.3361.FecalFTA	52
11815.JCK.10333.FecalFTA	31
11815.PWW.3324.FecalFTA	54
11815.PWW.3478.FecalFTA	26
11815.PWW.3591.FecalFTA	23
11815.PWW.3533.FecalFTA.2	17
11815.BN.604.FecalFTA	10
11815.PWW.3360.FecalFTA.2	38
11815.PWW.3510.FecalFTA	40
11815.PWW.3568.FecalFTA	16
11815.PWW.3607.FecalFTA	31
11815.PWW.3346.FecalFTA	19
11815.PWW.3462.FecalFTA	22
11815.PWW.3473.FecalFTA	68
11815.PWW.3490.FecalFTA	21
11815.PWW.3579.FecalFTA	151
11815.PWW.3616.FecalFTA	25
11815.JCK.10338.FecalFTA	32
11815.PWW.3501.FecalFTA	20
11815.PWW.3535.FecalFTA.1	53
11815.PWW.3357.FecalFTA	36
11815.PWW.3469.FecalFTA	95
11815.PWW.3580.FecalFTA	40
11815.PWW.3411.FecalFTA	48
11815.BN.615.FecalFTA	26
11815.JCK.10406.FecalFTA	26
11815.PWW.3481.FecalFTA.2	11
11815.PWW.3563.FecalFTA	21
11815.PWW.3335.FecalFTA	17
11815.BN.599.FecalFTA	29
11815.PWW.3631.FecalFTA	84
11815.JCK.10367.FecalFTA	136
11815.JCK.10384.FecalFTA.1	23
11815.PWW.3370.FecalFTA	59
11815.PWW.3454.FecalFTA	18
11815.PWW.3393.FecalFTA	27
11815.JCK.10305.FecalFTA	101
11815.PWW.3544.FecalFTA	16
11815.PWW.3413.FecalFTA.1	83
11815.PWW.3505.FecalFTA.2	46
11815.JCK.10277.FecalFTA	37
11815.PWW.3389.FecalFTA	46
11815.PWW.3601.FecalFTA.1	193
11815.PWW.3348.FecalFTA	27
11815.PWW.3330.FecalFTA	261
11815.PWW.3609.FecalFTA	65
11815.PWW.3566.FecalFTA	30
11815.JCK.10255.FecalFTA	270
11815.PWW.3414.FecalFTA	25
11815.PWW.3495.FecalFTA	13
11815.PWW.3613.FecalFTA	82
11815.PWW.3504.FecalFTA	95
11815.PWW.3476.FecalFTA	44
11815.JCK.10329.FecalFTA.2	16
11815.PWW.3433.FecalFTA	34
11815.JCK.10378.FecalFTA	20
11815.PWW.3539.FecalFTA	14
11815.JCK.10300.FecalFTA	44
11815.PWW.3541.FecalFTA	12
11815.PWW.3396.FecalFTA	24
11815.PWW.3429.FecalFTA	101
11815.JCK.10381.FecalFTA	17
11815.PWW.3451.FecalFTA	26
11815.PWW.3375.FecalFTA	153
11815.PWW.3634.FecalFTA	37
11815.JCK.10362.FecalFTA	38
11815.PWW.3532.FecalFTA	22
11815.PWW.3625.FecalFTA	15
11815.PWW.3387.FecalFTA	116
11815.PWW.3438.FecalFTA	18
11815.JCK.10369.FecalFTA	28
11815.PWW.3528.FecalFTA	27
11815.PWW.3422.FecalFTA	55
11815.JCK.10408.FecalFTA	24
11815.PWW.3343.FecalFTA	15
11815.BN.597.FecalFTA	27
11815.PWW.3515.FecalFTA	48
11815.PWW.3484.FecalFTA	61
11815.PWW.3602.FecalFTA	111
11815.PWW.3405.FecalFTA	33
11815.PWW.3594.FecalFTA	23
11815.PWW.3359.FecalFTA	44
11815.PWW.3618.FecalFTA	24
11815.JCK.10336.FecalFTA	31
10376.Gazelle3	755
10376.Wildass1	948
10376.BaboonW	292
10376.ZebraSTL1	1117
10376.Okapi1	804
10376.AfElphSD3	800
10376.Kroo1	798
10376.Gazelle2	757
10376.BigHornSD	879
10376.Zebra2	1062
10376.BlackRhino1	650
10376.Armadillo	231
10376.Okapi3	884
10376.Orang1	433
10376.Callimicos	101
10376.BlackRhino2	731
10376.BigHornW3	950
10376.Okapi2	749
10376.Rabbit	258
10376.Kroo3	643
10376.SpgbkW	817
10376.HyraxSTL	381
10171.Mong.DOM5	994
10171.Przw.8SY.RNAL2	1164
10171.Przw.5PX.ETOH1	1055
10171.Przw.5BR.ETOH2	994
10171.Przw.9AH.RNAL2	1078
10171.Przw.7BG.RNAL1	1117
10171.Mong.DOM25.ETOH	1052
10171.Przw.7AG.RNAL1	929
10171.Przw.6AH.ETOH1	864
10171.Przw.6CL.RNAL2	1010
10171.Przw.8GH.RNAL2	1004
10171.Przw.5UH.ETOH1	1064
10171.Przw.6GH.ETOH1	1024
10171.Przw.6HS.ETOH2	948
10171.Mong.DOM2	1210
10171.Przw.3KD.RNAL1	845
10171.Przw.unknown3	1031
10171.Przw.8UH.RNAL2	1081
10171.Mong.DOM34	1092
10171.Przw.6CI.ETOH1	848
10171.Przw.8BI.RNAL2	1370
10171.Przw.8CI.RNAL2	807
10171.Przw.6CR.ETOH2	1139
10171.Przw.8PX.RNAL2	1090
10171.Przw.6AR.ETOH2	912
10171.Mong.DOM30.ETOH	868
10171.Mong.DOM33	1079
10171.Przw.8LI.RNAL2	869
10171.Przw.7MY.ETOH1	803
10171.Mong.DOM35.ETOH	929
10171.USA.DOM.Scout.2.15.ETOH	1357
10171.Przw.5CA.ETOH2	952
10171.Przw.5TO.RNAL2	963
10171.Przw.7VE.RNAL1	1164
10171.USA.DOM.Velvet.2.15.RNAlater	1026
10171.Przw.7ED.RNAL1	1053
10171.Mong.DOM15.ETOH	1083
10171.Mong.DOM10.ETOH	886
10171.Przw.3DI.ETOH1	1206
10171.Mong.DOM5.ETOH	1071
10171.Unknown3.ETOH	861
10171.Przw.6HA.ETOH2	844
10171.Przw.2NI.ETOH1	982
10171.Przw.7SD.RNAL1	1111
10171.Przw.6YO.RNAL2	1138
10171.Mong.DOM22	1149
10171.Mong.DOM25	1100
10171.USA.DOM.Amper.2.15.RNAlater	1292
10171.Przw.2SH.ETOH1	1111
10171.Przw.9SH.RNAL3	1031
10171.Przw.3SR.RNAL1	1092
10171.Przw.3UGH.RNAL1	799
10171.Mong.DOM32	927
10171.Przw.3AS.RNAL1	1037
10171.Przw.9UH.RNAL3	1029
10171.Mong.DOM16	1171
10171.Mong.DOM11	1194
10171.Mong.DOM2.ETOH	1058
