	observed_otus
11166.NZ.16974.A2.lessershorttailedbat	72
11166.vbat.DR4.anal.vbat	751
11166.ATL.24428.dragon	387
11166.lamprey.24166.lamprey	101
11166.lamprey.24182.lamprey	137
11166.NZ.16907.B.bellbird	270
11166.NATL.24343.b.dove	73
11166.FD.0345.siamang	428
11166.ATL.24511.toucan	151
11166.NATL.24628.owl	108
11166.NZ.16905.B.NorthIslandbrownkiwi	71
11166.ATL.25140.frog	309
11166.AR.M24.flyingsquirrel	232
11166.NATL.25072.phorse	274
11166.Amphioxus.5.lancelet	415
11166.AS.091.oriole	21
11166.AR.M64.flyingsquirrel	262
11166.AE2QI98.B.vulture	418
11166.NZ.16996.A.NorthIslandkaka	49
11166.AR.M6.flyingsquirrel	195
11166.ATL.24058.pig	448
11166.UM.24917.finch	296
11166.AS.095.oriole	39
11166.NZ.17005.B.kaka	65
11166.AR.M81.flyingsquirrel	150
11166.NATL.24279.frog	260
11166.NZ.17006.B.kaka	45
11166.ATL.24054.goat	1002
11166.NZ.17000.A2.littlebluepenguin	101
11166.NATL.24324.cuckoo	149
11166.ATL.24495.starling	191
11166.NATL.24713.mongoose	385
11166.UM.24976.finch	79
11166.AE2QI98.A.vulture	282
11166.NATL.24682.mongoose	328
11166.NATL.24622.squirrel	161
11166.ATL.24578.porcupine	586
11166.NATL.24263.frog	346
11166.AR.M68.flyingsquirrel	108
11166.EN.9.5.tick	48
11166.NZ.17010.A2.tui	54
11166.AS.112.woodpecker	28
11166.NATL.25034.b.lizard	120
11166.NZ.16966.B.Antipodesparakeet	78
11166.FD.0445.orangutan	484
11166.ATL.25150.frog	226
11166.NZ.16948.B1.shoveler	174
11166.ATL.24432.chameleon	302
11166.AE7VG78.A.vulture	310
11166.UM.24896.finch	829
11166.lamprey.24165.lamprey	147
11166.ATL.24526.kinkajou	28
11166.AR.M28.flyingsquirrel	219
11166.ATL.24533.owl	397
11166.ATL.24404.dragon	372
11166.ATL.25149.basilisk	178
11166.NATL.24729.bear	258
11166.AS.148.nighthawk	183
11166.NZ.16896.B.sulphurcrestedcockatoo	188
11166.NZ.17022.B.NorthIslandkaka	203
11166.FD.0420.ass	169
11166.FD.0492.springbok	930
11166.NZ.16951.B.kea	119
11166.NATL.24107.b.rhea	488
11166.vbat.DR17.colon.vbat	17
11166.NZ.16976.B1.NorthIslandWeka	67
11166.NATL.24287.nakedmolerat	217
11166.ATL.25122.zebra	669
11166.NATL.25082.tinamou	374
11166.NATL.25015.cassowary	34
11166.NZ.16964.A1.takahe	79
11166.ATL.24085.tortoise	409
11166.NATL.24231.crane	226
11166.FD.01830.impala	887
11166.NATL.24335.cuckoo	171
11166.NZ.16964.A2.takahe	50
11166.ATL.24413.dragon	352
11166.NATL.24097.kori	34
11166.ATL.24528.toucan	78
11166.UM.25005.finch	230
11166.NATL.24359.shrew	453
11166.ATL.24066.tortoise	758
11166.FD.0297.sheep	1126
11166.NATL.24750.peacock	269
11166.NATL.25055.tamarin	593
11166.FD.18888.mara	91
11166.NATL.24325.woodpecker	30
11166.NATL.24756.seriema	239
11166.FD.0403.blackbuck	917
11166.AS.147.longspur	64
11166.ATL.25168.chameleon	173
11166.NATL.25076.a.kingsnake	202
11166.NATL.25037.tortoise	375
11166.NZ.16882.A.Australiankingparrot	115
11166.NATL.24757.hyrax	190
11166.NZ.16968.B.dotterel	19
11166.AS.212.lark	68
11166.lamprey.24164.lamprey	1284
11166.lamprey.24180.lamprey	79
11166.NATL.24390.frog	163
11166.NATL.25049.b.seriema	258
11166.AR.M53.flyingsquirrel	296
11166.EN.2.6.flea	146
11166.ATL.25137.tamarin	161
11166.UM.24894.finch	595
11166.NZ.16840.B1.lessershorttailedbat	473
11166.ATL.25167.gecko	148
11166.ATL.25134.basilisk	263
11166.NATL.24702.curassow	755
11166.EN.2.3.flea	235
11166.vbat.DR25.colon.vbat	38
11166.AR.M30.flyingsquirrel	224
11166.FD.0479.tamarin	132
11166.NZ.16904.A.bellbird	121
11166.ATL.25157.gecko	180
11166.NATL.25051.curassow	98
11166.AR.M70.flyingsquirrel	123
11166.FD.0447.lemur	240
11166.AS.110.oriole	60
11166.ATL.24461.cockatoo	1289
11166.NATL.24103.owl	69
11166.NATL.24739.marmoset	172
11166.ATL.24505.magpie	613
11166.NATL.24273.sunbittern	54
11166.NATL.24310.duck	242
11166.NATL.25031.b.lizard	308
11166.ATL.24999.orangutan	403
11166.AS.203.wren	138
11166.ATL.25156.basilisk	234
11166.AS.035.cardinal	30
11166.NATL.24708.titi	371
11166.ATL.24471.gecko	301
11166.NATL.25031.a.lizard	377
11166.NZ.16976.A1.NorthIslandWeka	89
11166.AR.M13.flyingsquirrel	237
11166.EN.2.9.flea	121
11166.NZ.17033.A1.emu	110
11166.NATL.24315.duck	298
11166.NATL.24715.b.kingsnake	33
11166.AR.M15.flyingsquirrel	132
11166.NATL.24221.salamander	495
11166.FD.0153.wildebeest	768
11166.FD.18916.serval	112
11166.FD.0577.jaguarundi	69
11166.EN.7.7.lice	39
11166.AS.194.meadowlark	47
11166.FD.0452.chital	1167
11166.FD.0574.kinkajou	134
11166.ATL.25007.hedgehog	252
11166.ATL.24059.giraffe	683
11166.ATL.24468.budgerigar	162
11166.NATL.24589.shrew	600
11166.ATL.24078.sunbear	190
11166.AR.M76.flyingsquirrel	175
11166.EN.7.2.lice	58
11166.EN.1.8.lice	114
11166.UM.24994.finch	814
11166.NZ.16911.A.Australiankingparrot	93
11166.EN.1.7.lice	133
11166.NZ.16874.A2.kakapo	52
11166.AR.M36.flyingsquirrel	238
11166.NATL.24341.cuckoo	202
11166.NATL.25052.bettong	172
11166.ATL.24510.flamingo	147
11166.ATL.24568.flamingo	77
11166.ATL.24483.eagle	91
11166.EN.1.2.lice	220
11166.NZ.16874.A1.kakapo	29
11166.ATL.24450.vulture	36
11166.FD.18943.lion	101
11166.vbat.DR28.colon.vbat	15
11166.FD.0322.Vicugna	1026
11166.NATL.24699.bettong	264
11166.AR.M55.flyingsquirrel	272
11166.NATL.24244.salamander	483
11166.lamprey.24163.lamprey	427
11166.NZ.16962.A2.littlebluepenguin	155
11166.NATL.24698.rhea	503
11166.NATL.25044.crocodile	439
11166.NATL.24658.armadillo	220
11166.NZ.16842.A1.lessershorttailedbat	125
11166.ATL.24060.b.pheasant	542
11166.AR.M59.flyingsquirrel	203
11166.NZ.16948.A2.shoveler	406
11166.NZ.16863.B.NewZealandbrownteal	420
11166.NZ.16874.B2.kakapo	38
11166.EN.3.10.tick	20
11166.lamprey.24160.lamprey	800
11166.FD.0348.tamarin	127
11166.AS.116.woodpecker	71
11166.NATL.25030.squirrel	188
11166.NZ.16875.A.CampbellIslandflightlessteal	729
11166.NATL.24091.curassow	150
11166.ATL.24086.b.cassowary	40
11166.NATL.24249.nakedmolerat	35
11166.ATL.24983.guenon	326
11166.NZ.16874.B1.kakapo	30
11166.NATL.24735.porcupine	192
11166.NATL.24397.raven	323
11166.UM.24985.finch	458
11166.ATL.24084.otter	309
11166.FD.0462.rhinoceros	570
11166.ATL.24979.colobus	278
11166.NZ.17033.B2.emu	123
11166.NATL.24627.degu	196
11166.ATL.24452.dragon	401
11166.AS.146.killdeer	171
11166.NATL.24240.squirrel	224
11166.AR.M19.flyingsquirrel	105
11166.NATL.24742.mongoose	70
11166.ATL.24549.crane	64
11166.FD.0571.armadillo	300
11166.ATL.25139.chameleon	343
11166.ATL.24550.armadillo	163
11166.AS.024.cardinal	84
11166.ATL.24090.b.cassowary	42
11166.NZ.16885.A.Australiankingparrot	256
11166.AS.109.ovenbird	45
11166.FD.18740.okapi	71
11166.ATL.24485.tortoise	293
11166.lamprey.24161.lamprey	764
11166.NZ.17028.A.NewZealandshoveler	187
11166.NZ.17052.B.NorthIslandbrownkiwi	458
11166.NATL.24294.bird	39
11166.ATL.24053.bongo	520
11166.NATL.24687.tamarin	291
11166.FD.0466.langur	502
11166.ATL.24579.pheasant	1313
11166.FD.0573.tamandua	420
11166.NATL.24094.tinamou	40
11166.AS.119.killdeer	91
11166.NATL.24094.b.tinamou	398
11166.NATL.24750.b.peacock	458
11166.NATL.24259.frog	253
11166.AS.070.blackbird	115
11166.NZ.16962.A1.littlebluepenguin	155
11166.NATL.24258.duck	33
11166.NZ.16889.A.kaka	377
11166.NATL.24257.spoonbill	269
11166.ATL.24082.sunbear	34
11166.AS.113.wren	36
11166.AS.197.longspur	99
11166.NATL.24717.porcupine	127
11166.FD.0351.colobus	214
11166.NATL.24344.owl	150
11166.ATL.25146.sloth	360
11166.ATL.24498.python	89
11166.AR.M82.flyingsquirrel	141
11166.ATL.25120.gorilla	670
11166.NZ.16960.B1.blueduck	161
11166.NZ.16971.A.morepork	90
11166.UM.24883.vfinch	111
11166.AS.163.grosbeak	150
11166.ATL.24508.flamingo	468
11166.lamprey.24365.lamprey	4
11166.NATL.25050.kori	609
11166.NATL.25038.b.unknown	364
11166.NZ.16952.A.morepork	84
11166.vbat.DR18.colon.vbat	19
11166.AR.M67.flyingsquirrel	274
11166.NZ.16911.B.Australiankingparrot	90
11166.NZ.16978.B.kea	118
11166.UM.24880.vfinch	41
11166.AR.M5.flyingsquirrel	317
11166.FD.01680.kudu	737
11166.FD.0490.monkey	456
11166.NATL.24274.salamander	436
11166.UM.24885.vfinch	115
11166.FD.18951.gorilla	61
11166.NZ.17040.A.NorthIslandkaka	107
11166.UM.24899.vfinch	95
11166.FD.boa2a.boa	408
11166.NZ.16994.B.kaka	275
11166.ATL.24596.lemur	304
11166.ATL.24076.tiger	58
11166.NZ.16888.B.blackwingedstilt	203
11166.FD.0363.marmoset	93
11166.AR.M27.flyingsquirrel	250
11166.UM.24884.vfinch	196
11166.ATL.24055.a.hornbill	24
11166.NZ.17031.B.Africangreyparrot	188
11166.FD.18907.dromedary	272
11166.AS.220.blackbird	50
11166.NATL.25069.cassowary	80
11166.AR.M44.flyingsquirrel	185
11166.lamprey.24143.lamprey	718
11166.NATL.25073.b.gecko	174
11166.NATL.24087.meerkat	394
11166.NATL.24666.phorse	63
11166.ATL.24479.pigeon	471
11166.NATL.24657.b.kiwi	406
11166.ATL.24560.hamerkop	49
11166.UM.24890.vfinch	595
11166.NZ.16955.B.Antipodesparakeet	828
11166.UM.24891.vfinch	71
11166.AS.204.bird	155
11166.NZ.16880.B.blackwingedstilt	56
11166.EN.8.7.ked	140
11166.AR.M42.flyingsquirrel	207
11166.ATL.25133.frog	422
11166.ATL.24469.kookaburra	1329
11166.FD.0483.monkey	282
11166.AS.033.sparrow	7
11166.lamprey.24380.lamprey	34
11166.AR.M21.flyingsquirrel	52
11166.ATL.24070.goat	976
11166.ATL.24521.kinkajou	574
11166.ATL.24565.tortoise	453
11166.NZ.16989.B.NorthIslandkaka	132
11166.lamprey.24142.lamprey	826
11166.UM.24897.vfinch	125
11166.AR.M3.flyingsquirrel	257
11166.ATL.24061.a.ostrich	465
11166.ATL.24065.raccoondog	214
11166.NZ.16856.A.kea	86
11166.NATL.24741.b.dragon	298
11166.ATL.24475.tortoise	126
11166.FD.0288.banteng	729
11166.AR.M61.flyingsquirrel	118
11166.NZ.16881.A.dotterel	99
11166.vbat.DR15.colon.vbat	18
11166.NATL.24099.crane	182
11166.NZ.16840.B2.lessershorttailedbat	485
11166.ATL.24477.pigeon	51
11166.ATL.24056.lion	65
11166.NATL.24741.a.dragon	269
11166.UM.24895.vfinch	58
11166.NATL.24758.tenrec	281
11166.UM.24888.vfinch	171
11166.NATL.24253.b.hornbill	127
11166.ATL.24532.hornbill	1486
11166.NZ.16848.B2.CampbellIslandflightlessteal	262
11166.ATL.24061.b.ostrich	511
11166.lamprey.24141.lamprey	140
11166.AS.076.blackbird	69
11166.NZ.16848.A2.CampbellIslandflightlessteal	476
11166.NATL.24265.unknown	163
11166.NATL.24759.chevrotain	200
11166.FD.0471.marmoset	135
11166.ATL.24456.chameleon	365
11166.FD.18949.raccoon	102
11166.NZ.16973.A1.blueduck	222
11166.ATL.25003.colobus	530
11166.AS.102.wren	58
11166.NZ.17031.A.Africangreyparrot	227
11166.EN.2.7.flea	193
11166.ATL.24574.chinchilla	485
11166.NZ.16981.B.NorthIslandWeka	364
11166.Amphioxus.2.lancelet	648
11166.NZ.17052.A.NorthIslandbrownkiwi	475
11166.NATL.24655.rat	306
11166.FD.0459.muntjac	660
11166.FD.boa1b.boa	318
11166.FD.18913.chital	731
11166.ATL.24995.monkey	341
11166.NATL.24246.nakedmolerat	485
11166.NATL.25013.armadillo	47
11166.NZ.16885.B.Australiankingparrot	756
11166.AS.175.sparrow	127
11166.AR.M48.flyingsquirrel	93
11166.EN.1.6.lice	205
11166.EN.4.9.lice	296
11166.NATL.24654.phorse	196
11166.AS.181.blackbird	51
11166.ATL.24562.porcupine	576
11166.NATL.24230.macaw	1030
11166.ATL.25166.boa	135
11166.NATL.24256.smew	27
11166.NATL.24662.shrew	193
11166.NZ.16955.A.Antipodesparakeet	544
11166.NATL.24264.degu	164
11166.UM.24969.vfinch	72
11166.NATL.25038.a.unknown	391
11166.EN.5.3.lice	111
11166.NZ.16950.B.blackwingedstilt	144
11166.NATL.24632.shrew	392
11166.NATL.25027.rhea	484
11166.NATL.25012.kori	96
11166.AR.M9.flyingsquirrel	262
11166.EN.7.6.lice	50
11166.NZ.16842.A2.lessershorttailedbat	176
11166.FD.0204.zebra	1020
11166.FD.0293.bongo	669
11166.EN.5.6.lice	54
11166.NZ.16957.A.kea	217
11166.EN.7.3.lice	40
11166.NATL.24361.dove	150
11166.NATL.24706.tenrec	276
11166.ATL.24553.hawk	204
11166.NATL.24261.dove	48
11166.ATL.24991.drill	501
11166.AR.M56.flyingsquirrel	239
11166.NATL.24395.grosbeak	242
11166.ATL.25125.kudu	722
11166.NATL.24270.tenrec	260
11166.ATL.24490.lizard	49
11166.AR.M35.flyingsquirrel	260
11166.NATL.24318.ibis	204
11166.NATL.24683.seriema	272
11166.NATL.24269.duck	101
11166.NATL.24107.rhea	509
11166.NZ.16905.A.NorthIslandbrownkiwi	73
11166.UM.24913.vfinch	172
11166.NATL.24673.vulture	113
11166.EN.9.1.tick	55
11166.NZ.16865.A.kea	45
11166.vbat.DR2.anal.vbat	363
11166.AR.M75.flyingsquirrel	156
11166.NATL.24236.salamander	301
11166.NZ.16961.B.Antipodesparakeet	39
11166.EN.9.4.tick	56
11166.NATL.24102.rhea	469
11166.ATL.24445.lovebird	35
11166.AR.M16.flyingsquirrel	90
11166.ATL.24081.rhinoceros	684
11166.AS.167.meadowlark	25
11166.ATL.24516.python	317
11166.NATL.24693.tinamou	403
11166.NATL.24722.bear	232
11166.NZ.16974.A1.lessershorttailedbat	67
11166.NATL.24363.duck	204
11166.AS.068.rail	181
11166.AS.072.blackbird	255
11166.EN.3.4.tick	67
11166.NATL.24724.chameleon	415
11166.AR.M10.flyingsquirrel	212
11166.NATL.24745.chevrotain	194
11166.NATL.24394.frog	265
11166.UM.24905.vfinch	267
11166.lamprey.24147.lamprey	140
11166.NATL.25049.seriema	45
11166.NATL.25060.kiwi	302
11166.NATL.24323.oropendula	543
11166.AR.M73.flyingsquirrel	137
11166.ATL.24068.kangaroo	857
11166.AE2QE37.A.vulture	311
11166.NZ.16894.B.NorthIslandkaka	333
11166.NZ.16950.A.blackwingedstilt	44
11166.AS.155.blackbird	66
11166.NATL.24652.saki	687
11166.ATL.24512.mynah	443
11166.AS.189.wren	77
11166.AE7VI49.A.vulture	248
11166.ATL.24559.lizard	153
11166.NATL.24304.bird	269
11166.NATL.25073.a.gecko	163
11166.NATL.24701.tamarin	142
11166.NATL.24336.b.spoonbill	38
11166.UM.24900.vfinch	221
11166.AR.M33.flyingsquirrel	116
11166.ATL.24518.python	263
11166.ATL.24442.starling	91
11166.AR.M50.flyingsquirrel	243
11166.FD.0575.grison	11
11166.vbat.DR11.colon.vbat	21
11166.NATL.24661.tamandua	162
11166.NZ.16903.A.Australianrainbowlorikeet	64
11166.NATL.24693.b.tinamou	400
11166.NZ.16973.B2.blueduck	106
11166.NATL.24692.spoonbill	71
11166.AE7VI49.B.vulture	186
11166.NZ.16882.B.Australiankingparrot	150
11166.ATL.24379.dragon	386
11166.NATL.25046.skink	317
11166.ATL.24531.ibis	237
11166.NATL.25078.frog	201
11166.NATL.25070.kori	233
11166.FD.03250.Vicugna	1039
11166.AS.206.blackbird	64
11166.NATL.24200.salamander	1343
11166.FD.0207.zebra	790
11166.NZ.16961.A.Antipodesparakeet	61
11166.lamprey.24158.lamprey	717
11166.NZ.16963.A1.CampbellIslandflightlessteal	55
11166.ATL.24614.prairiedog	422
11166.NATL.24314.bird	260
11166.AS.120.cowbird	30
11166.NZ.16963.B1.CampbellIslandflightlessteal	66
11166.vbat.DR09.colon.vbat	14
11166.ATL.24501.kingfisher	127
11166.NATL.24098.skunk	21
11166.NZ.16888.A.blackwingedstilt	135
11166.NATL.24703.marmoset	667
11166.NATL.24336.spoonbill	125
11166.AE2QE37.B.vulture	104
11166.NATL.25035.tortoise	279
11166.NATL.24747.saki	125
11166.AS.209.lark	30
11166.NATL.25017.rhea	473
11166.NATL.24631.cavy	88
11166.AS.121.shrike	199
11166.lamprey.24144.lamprey	213
11166.ATL.24493.tortoise	558
11166.FD.18911.lemur	139
11166.AS.081.rail	579
11166.NATL.24665.bear	125
11166.NATL.25036.a.lizard	171
11166.NZ.16880.A.blackwingedstilt	48
11166.ATL.24420.boa	132
11166.AS.132.wren	37
11166.NATL.25023.tamarin	444
11166.ATL.24595.orangutan	511
11166.NATL.25036.b.lizard	241
11166.FD.18730.gorilla	415
11166.NZ.16869.A.NorthIslandWeka	184
11166.UM.24920.vfinch	131
11166.vbat.DR27.colon.vbat	37
11166.NATL.24670.kori	55
11166.AZ.047.blizard.lizard	112
11166.ATL.24370.dragon	324
11166.AR.M39.flyingsquirrel	128
11166.lamprey.24145.lamprey	1879
11166.UM.24925.vfinch	67
11166.AS.032.cowbird	27
11166.ATL.25164.python	183
11166.ATL.25144.frog	170
11166.AS.188.sparrow	43
11166.FD.0357.howler	235
11166.NATL.24228.nakedmolerat	348
11166.NATL.25074.tamarin	388
11166.NATL.24372.frog	307
11166.FD.0576.tayra	41
11166.lamprey.24159.lamprey	1094
11166.ATL.24561.owl	71
11166.AR.M26.flyingsquirrel	38
11166.ATL.24472.lizard	101
11166.lamprey.24148.lamprey	75
11166.NZ.17006.A.kaka	98
11166.ATL.24057.goat	992
11166.ATL.25132.duiker	794
11166.NATL.24326.duck	357
11166.NZ.17005.A.kaka	153
11166.AS.073.blackbird	136
11166.NZ.16968.A.dotterel	23
11166.vbat.DR10.colon.vbat	24
11166.NZ.16903.B.Australianrainbowlorikeet	61
11166.ATL.24567.snake	39
11166.AS.151.killdeer	112
11166.NZ.16956.B.NorthIslandbrownkiwi	438
11166.FD.0296.takin	911
11166.lamprey.24154.lamprey	241
11166.NATL.24288.oropendula	519
11166.NATL.25065.crocodile	727
11166.NATL.24677.kiwi	110
11166.AS.067.wren	33
11166.ATL.25143.frog	92
11166.NZ.16972.B1.takahe	848
11166.AE7VG10.B.vulture	250
11166.AR.M83.flyingsquirrel	237
11166.AS.025.sparrow	107
11166.AS.012.chat	28
11166.AR.M4.flyingsquirrel	412
11166.NATL.24100.emu	334
11166.NATL.24737.peacock	455
11166.AS.017.chat	22
11166.NATL.24711.phorse	53
11166.AR.M66.flyingsquirrel	275
11166.FD.0451.blackbuck	1144
11166.NATL.25066.owl	686
11166.NZ.16972.B2.takahe	178
11166.ATL.24090.a.cassowary	31
11166.FD.0572.armadillo	200
11166.AS.202.sparrow	30
11166.NZ.17009.A.kaka	65
11166.AR.M60.flyingsquirrel	157
11166.NZ.16848.B1.CampbellIslandflightlessteal	265
11166.EN.10.2.lice	32
11166.lamprey.24155.lamprey	64
11166.ATL.24488.tortoise	627
11166.ATL.24071.dog	39
11166.ATL.24073.b.kori	90
11166.AS.104.ovenbird	15
11166.AR.M2.flyingsquirrel	143
11166.FD.0434.monkey	291
11166.UM.24898.finch	202
11166.NZ.17015.A.kaka	91
11166.NZ.16848.A1.CampbellIslandflightlessteal	444
11166.EN.2.10.flea	140
11166.NATL.24093.emu	39
11166.FD.0222.zebra	1187
11166.NATL.24237.salamander	108
11166.NATL.25014.b.crane	107
11166.NZ.16951.A.kea	105
11166.NATL.24680.owl	227
11166.ATL.24086.a.cassowary	30
11166.AR.M43.flyingsquirrel	50
11166.NATL.25071.tortoise	311
11166.ATL.24497.nakedmolerat	338
11166.NZ.17000.B2.littlebluepenguin	123
11166.NZ.16894.A.NorthIslandkaka	142
11166.NATL.25041.anaconda	387
11166.NATL.24684.vulture	51
11166.ATL.24075.b.kori	144
11166.NZ.16948.B2.shoveler	180
11166.lamprey.24373.lamprey	32
11166.NZ.17010.A1.tui	55
11166.ATL.24515.kingfisher	14
11166.NATL.24105.owl	130
11166.NATL.24271.salamander	387
11166.vbat.DR3.anal.vbat	820
11166.NZ.16967.B.Antipodesparakeet	434
11166.NATL.24621.nakedmolerat	117
11166.NATL.24625.shrew	485
11166.EN.3.3.tick	102
11166.NATL.24351.bird	480
11166.AS.177.pewee	45
11166.NATL.24667.lizard	460
11166.ATL.25145.binturong	15
11166.FD.0226.springbok	819
11166.FD.0256.ass	1016
11166.NZ.16954.A.NorthIslandbrownkiwi	156
11166.NATL.25178.bear	93
11166.NATL.24591.hornbill	441
11166.NZ.16977.B1.spottedshag	41
11166.ATL.24594.orangutan	516
11166.ATL.24530.pigeon	127
11166.ATL.25141.basilisk	49
11166.ATL.25124.elephant	884
11166.AS.149.bobolink	60
11166.NATL.24755.saki	791
11166.NATL.24716.caracal	120
11166.NZ.16846.B2.NewZealandbrownteal	469
11166.NATL.24659.howler	283
11166.lamprey.24156.lamprey	700
11166.AS.201.meadowlark	316
11166.NATL.25177.bear	360
11166.NATL.24398.duck	367
11166.NATL.25029.a.gecko	344
11166.NZ.16907.A.bellbird	43
11166.Amphioxus.6.lancelet	520
11166.vbat.DR26.colon.vbat	54
11166.ATL.24537.pigeon	479
11166.NATL.24748.lemur	265
11166.NATL.25068.emu	70
11166.ATL.25159.frog	192
11166.NATL.24333.teal	532
11166.NATL.25075.mongoose	222
11166.ATL.24506.budgerigar	79
11166.AR.M8.flyingsquirrel	239
11166.EN.8.fh25.ked	323
11166.AS.094.flycatcher	37
11166.NATL.24715.a.kingsnake	30
11166.NZ.16972.A1.takahe	166
11166.AE7VG10.A.vulture	149
11166.ATL.25169.anole	204
11166.NZ.16878.B.NorthIslandbrownkiwi	113
11166.ATL.24443.starling	82
11166.NZ.16972.A2.takahe	175
11166.NATL.24329.cardinal	557
11166.EN.9.9.tick	59
11166.NATL.24730.kiwi	537
11166.NATL.24694.porcupine	253
11166.NZ.16869.B.NorthIslandWeka	128
11166.ATL.24403.watersnake	64
11166.NATL.24669.rat	154
11166.NATL.24720.bear	349
11166.NZ.16949.A1.NewZealandbrownteal	105
11166.AR.M49.flyingsquirrel	230
11166.NZ.16967.A.Antipodesparakeet	141
11166.EN.9.6.tick	61
11166.NZ.17010.B2.tui	76
11166.FD.0387.tamarin	116
11166.FD.18860.tamarin	488
11166.AS.077.wren	53
11166.NATL.24393.owl	59
11166.ATL.24542.pheasant	213
11166.lamprey.24157.lamprey	112
11166.FD.0303.deer	848
11166.NZ.17000.B1.littlebluepenguin	124
11166.ATL.25148.toad	399
11166.EN.9.3.tick	78
11166.Amphioxus.3.lancelet	629
11166.AR.M74.flyingsquirrel	369
11166.NATL.24354.smew	106
11166.NZ.16962.B1.littlebluepenguin	77
11166.ATL.25158.gecko	165
11166.NZ.16846.B1.NewZealandbrownteal	455
11166.NATL.25076.b.kingsnake	222
11166.NZ.16840.A2.lessershorttailedbat	178
11166.vbat.J3.anal.bat	31
11166.FD.0470.monkey	318
11166.ATL.24592.lemur	478
11166.vbat.DR14.colon.vbat	29
11166.NZ.17040.B.NorthIslandkaka	89
11166.AS.088.flycatcher	27
11166.AR.M17.flyingsquirrel	235
11166.ATL.24482.pigeon	266
11166.NATL.24686.sloth	452
11166.AR.M57.flyingsquirrel	128
11166.EN.7.1.lice	106
11166.ATL.24525.duck	98
11166.lamprey.35978.a.lamprey	66
11166.NZ.17028.B.NewZealandshoveler	158
11166.NATL.24695.flamingo	707
11166.NATL.24253.hornbill	482
11166.NATL.25079.crocodile	362
11166.NZ.16902.A.diamonddove	105
11166.lamprey.24151.lamprey	577
11166.NATL.24731.crocodile	154
11166.EN.7.4.lice	72
11166.NATL.24719.tiger	977
11166.FD.0495.cat	73
11166.NATL.24291.ibis	250
11166.AR.M34.flyingsquirrel	116
11166.NATL.25048.kiwi	285
11166.AS.159.blackbird	206
11166.NATL.24096.cassowary	401
11166.NATL.24343.dove	501
11166.AR.M32.flyingsquirrel	216
11166.FD.0162.wildebeest	724
11166.NZ.16949.A2.NewZealandbrownteal	111
11166.lamprey.24392.lamprey	31
11166.UM.24871.vfinch	65
11166.NZ.17033.B1.emu	100
11166.ATL.24615.parrot	12
11166.NATL.24334.kingfisher	333
11166.NATL.24331.squirrel	41
11166.ATL.25121.giraffe	781
11166.UM.24870.vfinch	115
11166.ATL.24548.falcon	173
11166.NATL.24751.fox	458
11166.ATL.24541.weaver	642
11166.NATL.24364.shrew	466
11166.NATL.25064.a.gecko	323
11166.AS.200.wren	194
11166.UM.24872.vfinch	31
11166.ATL.24080.lizard	389
11166.ATL.24507.crane	74
11166.AR.M51.flyingsquirrel	236
11166.FD.18745.elephant	156
11166.ATL.24557.pigeon	173
11166.NATL.24663.tortoise	418
11166.NATL.24229.raven	72
11166.AR.M11.flyingsquirrel	240
11166.NZ.16963.A2.CampbellIslandflightlessteal	69
11166.FD.0307.oryx	1277
11166.FD.0165.kudu	567
11166.ATL.25152.tamarin	149
11166.AS.118.kingbird	30
11166.ATL.24446.starling	168
11166.NZ.16989.A.NorthIslandkaka	105
11166.ATL.24556.pigeon	339
11166.ATL.24060.a.pheasant	669
11166.UM.24877.vfinch	184
11166.NZ.16963.B2.CampbellIslandflightlessteal	68
11166.NZ.16948.A1.shoveler	418
11166.FD.02290.wildebeest	971
11166.NATL.24675.rat	269
11166.UM.24875.vfinch	73
11166.lamprey.24150.lamprey	315
11166.vbat.DR19.colon.vbat	17
11166.ATL.24486.weaver	1002
11166.AR.M72.flyingsquirrel	253
11166.UM.24874.vfinch	257
11166.EN.2.5.flea	233
11166.UM.24869.vfinch	314
11166.ATL.24487.vulture	423
11166.ATL.24612.hornbill	96
11166.ATL.24449.redpanda	17
11166.NATL.24248.squirrel	174
11166.UM.24998.vfinch	114
11166.FD.0159.wildebeest	731
11166.NZ.16842.B2.lessershorttailedbat	145
11166.AS.215.wren	44
11166.UM.24984.vfinch	144
11166.NATL.24298.bird	364
11166.AS.075.sparrow	309
11166.NZ.16981.A.NorthIslandWeka	384
11166.NZ.16962.B2.littlebluepenguin	84
11166.AS.185.lark	31
11166.ATL.25131.frog	416
11166.NATL.24580.degu	225
11166.UM.25009.finch	302
11166.lamprey.24153.lamprey	86
11166.ATL.24067.kangaroo	857
11166.ATL.24555.snake	38
11166.NATL.24746.shrew	181
11166.NZ.16908.B2.kakapo	27
11166.NZ.16953.A.NorthIslandbrownkiwi	335
11166.NATL.24106.flamingo	242
11166.ATL.24048.monitor	346
11166.ATL.24543.chameleon	291
11166.ATL.24051.lion	70
11166.NATL.24710.bear	249
11166.NZ.16908.B1.kakapo	17
11166.ATL.24524.vulture	27
11166.NATL.24292.bird	143
11166.NATL.24709.tamarin	341
11166.ATL.24458.python	203
11166.ATL.25163.frog	257
11166.NATL.24657.kiwi	63
11166.NATL.24096.b.cassowary	37
11166.lamprey.24152.lamprey	864
11166.AS.090.flycatcher	76
11166.NATL.24753.agouti	334
11166.NATL.24743.tamarin	284
