	observed_otus
11815.PWW.3359.FecalFTA	32
11815.PWW.3618.FecalFTA	19
11815.JCK.10336.FecalFTA	26
10376.Gazelle3	603
10376.Wildass1	761
10376.BaboonW	251
10376.ZebraSTL1	886
10376.Okapi1	633
10376.AfElphSD3	649
10376.Kroo1	643
10376.Gazelle2	615
10376.BigHornSD	674
10376.Zebra2	844
10376.BlackRhino1	516
10376.Armadillo	195
10376.Okapi3	705
10376.Orang1	366
10376.Callimicos	80
10376.BlackRhino2	608
10376.BigHornW3	750
10376.Okapi2	593
10376.Rabbit	224
10376.Kroo3	528
10376.SpgbkW	639
10376.HyraxSTL	308
10171.Mong.DOM5	745
10171.Przw.8SY.RNAL2	887
10171.Przw.5PX.ETOH1	790
10171.Przw.5BR.ETOH2	746
10171.Przw.9AH.RNAL2	818
10171.Przw.7BG.RNAL1	851
10171.Mong.DOM25.ETOH	782
10171.Przw.7AG.RNAL1	672
10171.Przw.6AH.ETOH1	674
10171.Przw.6CL.RNAL2	720
10171.Przw.8GH.RNAL2	752
10171.Przw.5UH.ETOH1	804
10171.Przw.6GH.ETOH1	757
10171.Przw.6HS.ETOH2	716
10171.Mong.DOM2	920
10171.Przw.3KD.RNAL1	647
10171.Przw.unknown3	775
10171.Przw.8UH.RNAL2	813
10171.Mong.DOM34	835
10171.Przw.6CI.ETOH1	670
10171.Przw.8BI.RNAL2	996
10171.Przw.8CI.RNAL2	622
10171.Przw.6CR.ETOH2	851
10171.Przw.8PX.RNAL2	811
10171.Przw.6AR.ETOH2	668
10171.Mong.DOM30.ETOH	655
10171.Mong.DOM33	794
10171.Przw.8LI.RNAL2	682
10171.Przw.7MY.ETOH1	625
10171.Mong.DOM35.ETOH	700
10171.USA.DOM.Scout.2.15.ETOH	1020
10171.Przw.5CA.ETOH2	724
10171.Przw.5TO.RNAL2	666
10171.Przw.7VE.RNAL1	843
10171.USA.DOM.Velvet.2.15.RNAlater	790
10171.Przw.7ED.RNAL1	785
10171.Mong.DOM15.ETOH	821
10171.Mong.DOM10.ETOH	647
10171.Przw.3DI.ETOH1	890
10171.Mong.DOM5.ETOH	806
10171.Unknown3.ETOH	651
10171.Przw.6HA.ETOH2	638
10171.Przw.2NI.ETOH1	721
10171.Przw.7SD.RNAL1	846
10171.Przw.6YO.RNAL2	874
10171.Mong.DOM22	860
10171.Mong.DOM25	820
10171.USA.DOM.Amper.2.15.RNAlater	939
10171.Przw.2SH.ETOH1	853
10171.Przw.9SH.RNAL3	771
10171.Przw.3SR.RNAL1	833
10171.Przw.3UGH.RNAL1	613
10171.Mong.DOM32	653
10171.Przw.3AS.RNAL1	766
10171.Przw.9UH.RNAL3	749
10171.Mong.DOM16	884
10171.Mong.DOM11	877
10171.Mong.DOM2.ETOH	808
10171.Przw.9UH.RNAL4	822
10171.USA.DOM.Cappi.2.15.RNAlater	942
10171.Unknown1.ETOH	714
10171.Mong.DOM8.ETOH	739
10171.Przw.5NA.RNAL1	765
10171.Mong.DOM35	838
10171.Przw.7VE.ETOH2	716
10171.Przw.unknown2	687
10171.Przw.7SD.ETOH2	771
10171.Mong.DOM3	831
10171.Mong.DOM12.ETOH	797
10171.Przw.7GA.RNAL1	801
10171.Przw.9SY.RNAL3	799
10171.Przw.9CH.RNAL3	888
10171.Przw.9SY.RNAL4	829
10171.Przw.7OLD.RNAL1	830
10171.Mong.DOM4	779
10171.Przw.3TA.RNAL1	804
10171.Przw.7AG.ETOH2	554
10171.Przw.5BR.RNAL1	938
10171.Przw.5SS.RNAL1	872
10171.Mong.DOM24	727
10171.Przw.8KL.RNAL2	1001
10171.Przw.5SH.RNAL2	744
10171.Przw.5CM.ETOH1	728
10171.Przw.5DB.RNAL1	1006
10171.Mong.DOM23	728
10171.Przw.7KH.RNAL2	788
10171.Przw.6CH.RNAL2	952
10171.USA.DOM.Abby.2.15.RNAlater	522
10171.Przw.6DI.RNAL2	998
10171.Przw.6UL.ETOH1	644
10171.Przw.3HA.RNAL1	633
10171.Przw.5HS.RNAL1	778
10171.Przw.3YO.ETOH1	789
10171.Przw.7MY.RNAL2	694
10171.Mong.DOM28.ETOH	710
10171.Przw.5SR.RNAL1	884
10171.Przw.3CA.RNAL1	994
10171.Przw.9UL.RNAL2	749
10171.Przw.6AR.RNAL1	951
10171.Przw.5KL.ETOH1	634
10171.USA.DOM.Scout.2.15.RNAlater	885
10171.Mong.DOM22.ETOH	825
10171.Przw.5BR.RNAL2	927
10171.Przw.5PX.RNAL1	773
10171.Mong.DOM27	754
10171.Przw.6HS.RNAL2	725
10171.Przw.3KD.ETOH1	573
10171.Przw.8UCA.RNAL1	894
10171.Przw.6GH.RNAL1	749
10171.Przw.5UH.RNAL1	779
10171.Przw.6CL.ETOH2	636
10171.Mong.DOM29.ETOH	798
10171.Przw.6AH.RNAL1	737
10171.Mong.DOM36.ETOH	588
10171.Przw.6BI.RNAL1	798
10171.Przw.6CI.RNAL1	720
10171.Przw.5AS.RNAL2	809
10171.Przw.7MY.RNAL1	750
10171.Mong.DOM29	751
10171.Przw.6AR.RNAL2	816
10171.Przw.6LI.RNAL1	660
10171.Przw.5KH.RNAL1	799
10171.Przw.6CR.RNAL2	947
10171.Mong.DOM13.ETOH	798
10171.Mong.DOM9	801
10171.Przw.9KD.RNAL2	600
10171.Mong.DOM31	764
10171.Mong.DOM16.ETOH	675
10171.Przw.5TO.ETOH2	727
10171.Przw.5CA.RNAL2	805
10171.Mong.DOM12	790
10171.Przw.3CH.RNAL1	793
10171.Mong.DOM36	608
10171.Przw.7ED.ETOH1	635
10171.Przw.unknown1	742
10171.Przw.6YO.ETOH2	753
10171.Przw.7SD.ETOH1	752
10171.Przw.2NI.RNAL1	719
10171.Przw.6HA.RNAL2	744
10171.Przw.7GA.RNAL2	921
10171.Mong.DOM9.ETOH	812
10171.Przw.2SH.RNAL1	916
10171.Mong.DOM3.ETOH	764
10171.Mong.DOM6.ETOH	875
10171.Przw.5TO.RNAL1	833
10171.Unknown2.ETOH	655
10171.Mong.DOM4.ETOH	742
10171.Przw.3UGH.ETOH1	611
10171.Przw.3AS.ETOH1	620
10171.Mong.DOM1.ETOH	740
10171.Mong.DOM28	751
10171.USA.DOM.Amper.2.15.ETOH	959
10171.Przw.7VE.RNAL2	724
10171.Przw.5NA.ETOH1	737
10171.Przw.7ED.RNAL2	768
10171.Mong.DOM21	720
10171.Przw.7SD.RNAL2	854
10171.Mong.DOM26	880
10171.Przw.8SY.RNAL1	899
10171.Przw.7BG.RNAL2	746
10171.Przw.5BR.ETOH1	756
10171.Przw.5SS.ETOH1	753
10171.USA.DOM.Velvet.2.15.ETOH	818
10171.Przw.7AG.RNAL2	725
10171.USA.DOM.Sunny.2.15.RNAlater	970
10171.Mong.DOM31.ETOH	714
10171.Przw.6CH.ETOH2	725
10171.Przw.6UCM.RNAL2	728
10171.Przw.5CM.RNAL1	752
10171.Przw.5SH.ETOH2	774
10171.Mong.DOM21.ETOH	566
10171.Przw.3YO.RNAL1	902
10171.Przw.6BI.ETOH2	789
10171.Mong.DOM24.ETOH	621
10171.Mong.DOM13	816
10171.Przw.6UL.RNAL1	754
10171.Przw.5CL.RNAL1	864
10171.Przw.6DI.ETOH2	923
10171.Mong.DOM14	935
10171.Przw.6AR.ETOH1	703
10171.Przw.3CA.ETOH1	789
10171.Przw.5KL.RNAL1	759
10171.Przw.5SR.ETOH1	661
10171.Mong.DOM30	781
10171.USA.DOM.Cappi.2.15.ETOH	910
10171.USA.DOM.Abby.2.15.ETOH	495
10171.Przw.7MY.ETOH2	564
10171.Przw.8SS.RNAL2	864
10285.RightWhale.F16	328
10285.Horse.JS5	542
10285.RightWhale.F11	262
10285.SeiWhale.JS1	249
10285.Hippo.JS20	148
10285.Hippo.JS21	178
10285.RightWhale.F5	250
10285.RightWhale.F2	288
10285.RightWhale.F8	299
10285.BelugaWhale.JS17	24
10285.HumpbackWhale.JS11	167
10285.HumpbackWhale.JS9	143
10285.BottlenoseDolphin.JS14	4
10285.Hippo.JS19	190
10285.BottlenoseDolphin.JS13	49
10285.RightWhale.F12	297
10285.RightWhale.F9	270
10285.Rabbit.JS8	275
10285.Fisher.JS7	179
10285.Hippo.JS18	192
10285.WhitetailDeer.JS6	493
10285.HumpbackWhale.JS10	308
2300.BB.12.colon	24
2300.BB.4085.colon	38
2300.BB.03.colon	32
2300.BB.4064.colon	42
2300.BB.11.colon	45
2300.BB.4067.colon	60
2300.BB.4087.colon	21
2300.BB.15.colon	34
2300.BB.05.colon	38
2300.BB.04.colon	44
2300.BB.4021.colon	40
2300.BB.07.colon	32
2300.BB.2150.colon	24
2300.BB.2213.colon	34
940.CR.52.Fecal	91
940.CR.23.Fecal	30
940.CR.33.Fecal	27
940.CR.53.Fecal	150
940.CR.43.Fecal	281
940.CR.41.Fecal	284
940.CR.51.Fecal	165
940.CR.10.Fecal	55
940.CR.50.Fecal	146
940.F.02	21
940.CARP.10.Fecal	141
940.CR.55.Fecal	74
940.CARP.25.Fecal	150
940.CR.35.Fecal	195
940.CR.44.Fecal	93
940.CR.54.Fecal	229
940.CR.36.Fecal	194
940.CR.47.Fecal	185
940.CR.57.Fecal	366
940.CR.37.Fecal	132
940.P.07.Fecal	321
940.P.04.Fecal	110
940.P.14.Fecal	208
940.P.01.Fecal	114
940.F.01	36
940.P.02.Fecal	121
940.CR.59.Fecal	250
940.CR.39.Fecal	268
940.CR.29.Fecal	126
940.CR.58.Fecal	172
940.CR.48.Fecal	36
940.CARP.28.Fecal	179
940.CR.18.Fecal	296
940.CR.28.Fecal	411
940.CR.38.Fecal	112
940.P.03.Fecal	333
10925.B61G05F.CAP	311
10925.P22O17F.CAP	464
10925.O06Y45F.0815A	378
10925.Y58Y59F.CAP	335
10925.ORY0827	614
10925.P08R07F.0815A	439
10925.B54P53F.0715C	474
10925.B34K23F.0815B	471
10925.G71L27.0715C	388
10925.P57W58F.0715C	516
10925.W07Y10F.0615C	350
10925.K17W49F.CAP	427
10925.Y50P15F.0815B	387
10925.R72Y56F.0915B	386
10925.O06K26F.CAP	397
10925.W12L17F.0615A.b	383
10925.P59R60F.0715A	342
10925.Y58Y59F.0615A	583
10925.W02G13F.0715A.b	442
10925.P22O17F.0915A	421
10925.O06Y45F.0715A	333
10925.R09L21F.0715C.a	355
10925.Y56W06F.CAP	372
10925.B44W21F.CAP	314
10925.O39G42F.0815B	626
10925.Y58K24M.0715B	425
10925.Y50P15F.0615C	449
10925.W12L17F.CAP	424
10925.R60K13F.0615A	313
10925.L11Y54F.0715A	368
10925.Y58Y59F.0915A	869
10925.P59R60F.0815A	539
10925.R60P59M.CAP	283
10925.G14R13F.CAP	330
10925.Y56W06F.0715B	376
10925.K17W49F.0615C	470
10925.P49P50F.0615B	448
10925.P61L62F.0615A	327
10925.HAR0804	581
10925.P49P50F.0715C	414
10925.B44W21F.0815A	466
10925.O15W16F.0715B	395
10925.O15W16F.0615D	452
10925.K17W49F.0715B	430
10925.K17W49F.0615D	402
10925.R05R37F.CAP	389
10925.CAT0828	642
10925.W07Y10F.CAP	373
10925.P55G28F.0715B	311
10925.R03W49F.0615A	380
10925.Y58K24M.CAP	477
10925.GIR0823	495
10925.P51K13F.CAP	295
10925.G18B02F.0815A	443
10925.W12L17F.0915A	441
10925.O15W16F.0815B	414
10925.G56W12F.0715A	321
10925.B44W21F.0715A	459
10925.G42O41F.CAP	312
10925.P61L62F.0915A	452
10925.R09L21F.0615A	240
10925.B26L11F.CAP.a	493
10925.O20B67F.CAP	261
10925.G42O41F.0815A	363
10925.P22O17F.0615A.b	393
10925.R11B12F.0715A	310
10925.Y50P15F.0615B	404
10925.B34K23F.0715C	421
10925.Y58K04.0815B	419
10925.P22O17F.0715A	442
10925.Y58Y59F.0815A	361
10925.Y50P15F.0715A.a	368
10925.GIR0903.b	544
10925.G42O41F.0715A	376
10925.B67O45F.CAP	325
10925.G28K15F.CAP	405
10925.O39G42F.CAP	309
10925.B54P53F.CAP	404
10925.R11B12F.0815A	374
10925.B42R23F.CAP	272
10925.P57W58F.0715B	449
10925.W07Y10F.0615B	411
10925.B54P53F.0715B	596
10925.P57W58F.0615C	466
10925.G71L27.0715B	497
10925.R11B12F.CAP	285
10925.O15W16F.CAP	425
10925.K21R15F.CAP	384
10925.O06K26F.0715A	426
10925.P59R60F.0615A	327
10925.G71L27F.CAP	403
10925.Y56W06F.0815D	439
10925.P63O64F.0615A	511
10925.W01K02F.0815A	319
10925.B44W21F.0615A	409
10925.G20Y31F.0815A	450
10925.R03W49F.0815A	445
10925.R72Y56F.CAP	392
10925.PZB0803	759
10925.P55G28F.0715C	364
10925.GIR0808	631
10925.L18W08F.CAP	420
10925.W02G63F.0915A	502
10925.B34Y31F.0815B	460
10925.P49P50F.0615C	415
10925.O15W16F.0615B	405
10925.K17W49F.0615B	443
10925.R05R37F.0715B	431
10925.L53L18F.CAP	375
10925.R03W49F.0715A	279
10925.P49P50F.0815A	409
10925.O15W16F.0715A.a	411
10925.P63O64F.0615B	524
10925.G56W12F.CAP	222
10925.GZB0822	859
10925.W01K02F.0815B	376
10925.B44W21F.0615B	440
10925.W08P66F.CAP	363
10925.G20Y31F.0815B	362
10925.B34Y31F.0715A	460
10925.B26L11F.0715A	412
10925.K27G56F.CAP	397
10925.Y56W06F.0615A	387
10925.B44W21F.0815C	447
10925.IMP0811	616
10925.P49P50F.0715A	351
10925.W02G63F.0915B	449
10925.W12L17F.0615C	496
10925.P55G28F.0615A	302
10925.G56P55F.CAP	354
10925.R05R37F.0715A	479
10925.K17W49F.0615A	432
10925.B26L11F.0815A	440
10925.R03W49F.0715B	324
10925.GIR0828	462
10925.G20G71F.CAP	386
10925.P22O17F.0615C	478
10925.G18B02F.CAP	232
10925.P59R60F.0815C	447
10925.P22O17F.0615A.a	438
10925.B34K23F.CAP	440
10925.R11B12F.0715B	341
10925.Y58K24M.0615A	397
10925.ELA0828	624
10925.Y50P15F.0615A	413
10925.B54P53F.0815A	481
10925.ELE0827	894
10925.Y58Y59F.0815B	478
10925.R03W49F.CAP	217
10925.P08R07F.CAP	398
10925.GIR0903.a	481
10925.G42O41F.0715B	330
10925.W06O13F.CAP	365
10925.W02G13F.0615B	341
10925.P57W58F.0715A	536
10925.W07Y10F.0615A	423
10925.CAT0828.3	697
10925.G71L27.0715A	352
10925.Y50P15F.0915A	483
10925.R11B12F.0615	348
10925.P22O17F.0815B	396
10925.Y58Y59F.0615D	423
10925.Y56W06F.0715A	383
10925.W12L17F.0615B	398
10925.P29B56M.CAP	275
10925.P49P50F.0615A	407
10925.W02G63F.0815B	492
10925.Y69B26F.CAP	255
10925.B34Y31F.0915A	473
10925.B53P54F.0815B	450
10925.GIR0823.2	867
10925.HAR0823	568
10925.O06Y45F.CAP	407
10925.P55G28F.CAP	278
10925.Y56W06F.0815A	436
10925.L27G05F.0715A	372
10925.Y59O11F.0815B	474
10925.G20Y31F.0815C	550
10925.G20Y31F.CAP	354
10925.O21L19F.0815A	381
10925.P61L62F.0915B	438
10925.P63O64F.0615C	555
10925.L11Y54F.CAP	363
10925.G56P55F.0815A	451
10925.B34Y31F.CAP	296
10925.B26L11F.CAP.b	356
10925.R09L21F.CAP	463
10925.P55G28F.0815A	400
10925.Y58Y59F.0715C	388
10925.L31R32F.0715A	414
10925.BZB0808	700
10925.W02G13F.0715B	426
10925.IMP0825	525
10925.P08R07F.0815B	354
10925.P57W58F.0615A	404
10925.W07Y10F.0715A	362
10925.B34K23F.0815A	355
10925.O39G42F.0715A	380
10925.L27G05F.CAP	305
10925.L53K01F.CAP	345
10925.B54P53F.0615A	492
10925.W06O13F.0615A	223
10925.B44W21F.0715	412
10925.Y50P15F.0815A	494
10925.ORY0823	796
10925.R11B12F.0815C	564
10925.IMP0822	642
10925.G71L27F.0815A	366
10925.W02G13F.0615C	494
10925.W12L17F.0615A.a	456
10925.W02G13F.0715A.a	467
10925.P22O17F.0915B	406
10925.IMP0806	657
10925.O06K26F.0615B	361
10925.Y58Y59F.0615B	364
10925.P22O17F.0615E	390
10925.O39G42F.0815A	478
10925.O41O20F.CAP	316
10925.P57W58F.0915A	499
10925.B34K23F.0715A	336
10925.Y58K24M.0715A	401
10925.R11B12F.0715C	312
10925.O21L19F.CAP	272
10925.P59R60F.0815B	441
10925.P22O17F.0615B	377
10925.K17W18.0815A	458
10925.R72Y56F.0615A	447
10684.weampp07A09	89
10684.weampp06C06	64
10684.weampp05A05	45
10684.weampp03E03	57
10684.weampp02E05	302
10684.weampp08D11	79
10684.weampp04D12	12
10684.weampp11B07	138
10684.weampp07F11	65
10684.weampp01H11	75
10684.weampp08C09	46
10684.weampp09A06	18
10684.weampp15D04	17
10684.weampp15E03	88
10684.weampp14E05	235
10684.weampp08H08	26
10684.weampp01C10	22
10684.weampp16E09	89
10684.weampp11A09	109
10684.weampp06G10	80
10684.weampp10C06	232
10684.weampp13A05	427
10684.weampp16B11	16
10684.weampp01D08	211
10684.weampp01F01	69
10684.weampp02D02	13
10684.weampp03D04	24
10684.weampp12D12	54
10684.weampp06B01	30
10684.weampp06H07	402
10684.weampp11F11	254
10684.weampp07H01	49
10684.weampp07H06	64
10684.weampp10F10	476
10684.weampp03D03	9
10684.weampp02D05	65
10684.weampp01F06	337
10684.weampp12A04	172
10684.weampp04E12	19
10684.weampp13A02	367
10684.weampp10A08	479
10684.weampp07G11	374
10684.weampp08B09	157
10684.weampp03A12	28
10684.weampp15E04	44
10684.weampp09C08	169
10684.weampp09A01	63
10684.weampp14D05	92
10684.weampp08A07	49
10684.weampp16D09	110
10684.weampp06F10	119
10684.weampp01E08	135
10684.weampp01G01	201
10684.weampp02E02	22
10684.weampp03E04	94
10684.weampp04A04	98
10684.weampp05A02	22
10684.weampp06C01	131
10684.weampp07C09	343
10684.weampp06A06	271
10684.weampp05C05	7
10684.weampp04C03	92
10684.weampp08F11	198
10684.weampp02G05	339
10684.weampp01E06	201
10684.weampp12B04	867
10684.weampp13H04	364
10684.weampp10B08	140
10684.weampp11H08	63
10684.weampp16D07	60
10684.weampp02H12	241
10684.weampp08A09	195
10684.weampp15F04	55
10684.weampp03B12	18
10684.weampp09C06	97
10684.weampp09B01	226
10684.weampp15G03	136
10684.weampp08B07	52
10684.weampp01A10	21
10684.weampp11C09	133
10684.weampp10A06	44
10684.weampp13C05	106
10684.weampp12C03	39
10684.weampp01D01	25
10684.weampp01F08	70
10684.weampp14H12	238
10684.weampp02F02	184
10684.weampp03F04	53
10684.weampp09G10	188
10684.weampp12F12	923
10684.weampp04H02	52
10684.weampp04B04	190
10684.weampp05H04	239
10684.weampp05B02	55
10684.weampp06B08	181
10684.weampp07H08	176
10684.weampp07B09	173
10684.weampp06H09	63
10684.weampp05B05	49
10684.weampp04H05	34
10684.weampp03F03	30
10684.weampp02F05	133
10684.weampp01D06	110
10684.weampp04G12	123
10684.weampp12C04	218
10684.weampp10C08	58
10684.weampp07E11	89
10684.weampp11A07	31
10684.weampp14G02	243
10684.weampp08H06	61
10684.weampp09B06	119
10684.weampp03C12	175
10684.weampp09C01	158
10684.weampp15F03	162
10684.weampp08C07	35
10684.weampp14F05	89
10684.weampp16F09	491
10684.weampp13B05	92
10684.weampp13H03	541
10684.weampp01E01	13
10684.weampp01G08	35
10684.weampp02G02	55
10684.weampp09F10	451
10684.weampp03G04	195
10684.weampp05C02	101
10684.weampp06C08	264
10684.weampp06A01	126
10684.weampp06G06	139
10684.weampp10C10	151
10684.weampp07E09	30
10684.weampp04E03	157
10684.weampp05E05	120
10684.weampp02A05	150
10684.weampp03A03	38
10684.weampp01C06	56
10684.weampp12D04	105
10684.weampp11F07	48
10684.weampp10F01	740
10684.weampp06H11	46
10684.weampp16B07	137
10684.weampp03D12	147
10684.weampp09E06	221
10684.weampp08G09	93
10684.weampp08D07	126
10684.weampp14A05	245
10684.weampp09D01	67
10684.weampp15A03	416
10684.weampp01G10	265
10684.weampp10G06	160
10684.weampp06C10	55
10684.weampp13E05	504
10684.weampp01B01	48
10684.weampp01H07	229
10684.weampp16F11	47
10684.weampp09A10	22
10684.weampp05D02	45
10684.weampp04D04	11
10684.weampp11B11	124
10684.weampp06F01	135
10684.weampp11H10	53
10684.weampp07D09	149
10684.weampp05D05	58
10684.weampp01B06	26
10684.weampp13E02	62
10684.weampp04A12	47
10684.weampp12E04	322
10684.weampp07C11	33
10684.weampp11G07	234
10684.weampp10G01	239
10684.weampp16C07	49
10684.weampp03E12	188
10684.weampp14A02	237
10684.weampp08F09	144
10684.weampp09E01	640
10684.weampp16H06	99
10684.weampp01F10	6
10684.weampp10F06	195
10684.weampp07H10	185
10684.weampp11D09	56
10684.weampp12D03	24
10684.weampp13D05	67
10684.weampp01C01	87
10684.weampp01A08	63
10684.weampp16G11	35
10684.weampp03A04	29
10684.weampp15E12	17
10684.weampp02A02	230
10684.weampp05E02	420
10684.weampp12A12	881
10684.weampp11C11	479
10684.weampp06G01	129
10684.weampp10A10	261
10684.weampp06E06	237
10684.weampp07G09	204
10684.weampp04G03	55
10684.weampp08B11	124
10684.weampp03C03	32
10684.weampp09H11	235
10684.weampp01A06	90
10684.weampp04B12	208
10684.weampp11D07	297
10684.weampp10D01	120
10684.weampp10F08	23
10684.weampp16H08	101
10684.weampp03F12	123
10684.weampp15B04	395
10684.weampp14B02	333
10684.weampp08E09	12
10684.weampp14C05	113
10684.weampp08F07	112
10684.weampp09D08	51
10684.weampp15C03	220
10684.weampp09F01	231
10684.weampp01E10	78
10684.weampp10E06	364
10684.weampp12G03	79
10684.weampp01B08	61
10684.weampp03H02	10
10684.weampp15F12	116
10684.weampp03B04	422
10684.weampp05F02	605
10684.weampp04F04	302
10684.weampp12B12	47
10684.weampp06D01	73
10684.weampp06F08	15
10684.weampp06D06	156
10684.weampp07F09	126
10684.weampp04F03	94
10684.weampp08C11	292
10684.weampp02B05	222
10684.weampp02H03	447
10684.weampp03B03	69
10684.weampp03H05	10
10684.weampp01H09	213
10684.weampp13G02	206
10684.weampp04C12	98
10684.weampp07A11	88
10684.weampp10E01	61
10684.weampp16A07	124
10684.weampp09F06	751
10684.weampp08D09	44
10684.weampp14C02	304
10684.weampp08G07	114
10684.weampp15B03	143
10684.weampp09G01	178
10684.weampp16B09	56
10684.weampp11F09	149
10684.weampp12F03	179
10684.weampp01C08	197
10684.weampp01A01	80
10684.weampp16E11	140
10684.weampp15G12	188
10684.weampp09B10	120
10684.weampp02C02	208
10684.weampp05G02	187
10684.weampp04G04	9
10684.weampp11A11	450
10684.weampp04C05	23
10684.weampp05C03	139
10684.weampp11E10	102
10684.weampp07A06	30
10684.weampp01G09	185
10684.weampp02G03	78
10684.weampp03G05	51
10684.weampp10H08	57
10684.weampp06D11	70
10684.weampp13B04	345
10684.weampp05F12	36
10684.weampp13H02	16
10684.weampp12B02	33
10684.weampp12H04	398
10684.weampp03H12	106
10684.weampp02B12	10
10684.weampp08C06	242
10684.weampp14F04	172
10684.weampp16D01	176
10684.weampp16E06	42
10684.weampp08H07	95
10684.weampp14G03	92
10684.weampp09H01	71
10684.weampp09B07	69
10684.weampp07E10	327
10684.weampp11A06	77
10684.weampp15H12	167
10684.weampp03F02	162
10684.weampp14B12	598
10684.weampp02F04	533
10684.weampp08G10	45
10684.weampp01D07	110
10684.weampp06H08	205
10684.weampp05B04	154
10684.weampp13F12	604
10684.weampp05H02	92
10684.weampp04B02	33
10684.weampp04H04	69
10684.weampp04H03	48
10684.weampp04B05	190
10684.weampp05H05	268
10684.weampp06B09	111
10684.weampp11D10	39
10684.weampp01F09	335
10684.weampp02F03	43
10684.weampp03F05	433
10684.weampp11A01	132
10684.weampp11C08	27
10684.weampp06E11	174
10684.weampp13C04	238
10684.weampp05G12	502
10684.weampp12C02	498
10684.weampp02C12	24
10684.weampp14G04	512
10684.weampp01A11	175
10684.weampp16G08	109
10684.weampp16E01	87
10684.weampp16D06	66
10684.weampp08C01	32
10684.weampp15F05	131
10684.weampp09C07	336
10684.weampp12H03	182
10684.weampp12B05	17
10684.weampp13H05	271
10684.weampp13B03	177
10684.weampp10B09	170
10684.weampp07D10	40
10684.weampp14C12	160
10684.weampp08F10	197
10684.weampp01E07	183
10684.weampp07A01	202
10684.weampp07C08	160
10684.weampp06A07	89
10684.weampp10E11	541
10684.weampp05C04	33
10684.weampp13G12	233
10684.weampp04C02	80
10684.weampp04A05	39
10684.weampp05A03	307
10684.weampp06A09	204
10684.weampp11G10	228
10684.weampp01E09	117
10684.weampp02E03	16
10684.weampp11H07	450
10684.weampp11B01	185
10684.weampp06F11	13
10684.weampp05D12	206
10684.weampp15D02	271
10684.weampp01B11	47
10684.weampp16D08	31
10684.weampp16G06	156
10684.weampp08B08	21
10684.weampp14E03	124
10684.weampp03D02	42
10684.weampp01F07	146
10684.weampp16H11	94
10684.weampp06H01	224
10684.weampp06B07	63
10684.weampp13D12	52
10684.weampp06H06	111
10684.weampp07B06	176
10684.weampp11F10	178
10684.weampp01D09	18
10684.weampp02D03	367
10684.weampp11A08	138
10684.weampp10C07	181
10684.weampp05E12	21
10684.weampp12A02	67
10684.weampp14E04	127
10684.weampp02A12	333
10684.weampp08H09	129
10684.weampp01C11	117
10684.weampp16G01	23
10684.weampp01H10	80
10684.weampp08A01	205
10684.weampp14D03	118
10684.weampp08C08	61
10684.weampp09A07	304
10684.weampp11B06	97
10684.weampp07F10	164
10684.weampp03E02	94
10684.weampp01G07	94
10684.weampp07A08	91
10684.weampp07C01	136
10684.weampp10G11	88
10684.weampp06C07	184
10684.weampp04A02	24
10684.weampp05G03	201
10684.weampp04G05	56
10684.weampp07E06	54
10684.weampp11A10	176
10684.weampp06G09	72
10684.weampp09B11	277
10684.weampp02C03	137
10684.weampp10D07	55
10684.weampp12F02	37
10684.weampp04H12	35
10684.weampp05B12	267
10684.weampp14B04	325
10684.weampp08G06	236
10684.weampp02F12	73
10684.weampp15H04	62
10684.weampp01D11	29
10684.weampp08F01	142
10684.weampp08D08	98
10684.weampp14C03	105
10684.weampp13G03	31
10684.weampp12G05	231
10684.weampp11E06	89
10684.weampp07A10	31
10684.weampp08C10	187
10684.weampp02B04	43
10684.weampp02H02	186
10684.weampp14F12	387
10684.weampp03B02	6
10684.weampp03H04	114
10684.weampp01H08	105
10684.weampp06D07	99
10684.weampp07F08	100
10684.weampp07D01	199
10684.weampp04F02	125
10684.weampp05F04	261
10684.weampp04F05	52
10684.weampp07D06	128
10684.weampp01B09	32
10684.weampp02B03	23
10684.weampp06A11	80
10684.weampp10E07	429
10684.weampp11G08	72
10684.weampp12G02	64
10684.weampp05C12	405
10684.weampp13G04	26
10684.weampp02G12	69
10684.weampp08F06	34
10684.weampp15C02	26
10684.weampp16A01	395
10684.weampp16H09	159
10684.weampp09G07	118
10684.weampp14H05	96
10684.weampp08G01	52
10684.weampp08E08	34
10684.weampp12F05	35
10684.weampp11D06	77
10684.weampp14G12	330
10684.weampp03C02	18
10684.weampp09H10	42
10684.weampp01A07	18
10684.weampp10A11	385
10684.weampp06E07	101
10684.weampp07G08	123
10684.weampp07E01	26
10684.weampp04G02	121
10684.weampp05G04	811
10684.weampp11C10	125
10684.weampp07G06	251
10684.weampp06E09	185
10684.weampp01A09	169
10684.weampp02A03	431
10684.weampp10F07	259
10684.weampp13D04	628
10684.weampp02D12	96
10684.weampp08E06	222
10684.weampp16C06	110
10684.weampp15A05	291
10684.weampp09D07	69
10684.weampp14A03	85
10684.weampp07C10	233
10684.weampp11G06	47
10684.weampp10E09	78
10684.weampp08A10	133
10684.weampp01H01	145
10684.weampp01B07	303
10684.weampp06F07	266
10684.weampp10B11	706
10684.weampp07F01	164
10684.weampp11H11	88
10684.weampp07D08	122
10684.weampp04D02	51
10684.weampp05D04	40
10684.weampp05D03	18
10684.weampp04D05	39
10684.weampp11B10	66
