	observed_otus
11166.ATL.24612.hornbill	73
11166.ATL.24449.redpanda	14
11166.NATL.24248.squirrel	150
11166.UM.24998.vfinch	98
11166.FD.0159.wildebeest	587
11166.NZ.16842.B2.lessershorttailedbat	112
11166.AS.215.wren	42
11166.UM.24984.vfinch	111
11166.NATL.24298.bird	264
11166.AS.075.sparrow	246
11166.NZ.16981.A.NorthIslandWeka	277
11166.NZ.16962.B2.littlebluepenguin	68
11166.AS.185.lark	30
11166.ATL.25131.frog	322
11166.NATL.24580.degu	191
11166.UM.25009.finch	225
11166.lamprey.24153.lamprey	63
11166.ATL.24067.kangaroo	676
11166.ATL.24555.snake	31
11166.NATL.24746.shrew	154
11166.NZ.16908.B2.kakapo	21
11166.NZ.16953.A.NorthIslandbrownkiwi	251
11166.NATL.24106.flamingo	181
11166.ATL.24048.monitor	277
11166.ATL.24543.chameleon	262
11166.ATL.24051.lion	55
11166.NATL.24710.bear	197
11166.NZ.16908.B1.kakapo	12
11166.ATL.24524.vulture	21
11166.NATL.24292.bird	86
11166.NATL.24709.tamarin	281
11166.ATL.24458.python	169
11166.ATL.25163.frog	207
11166.NATL.24657.kiwi	48
11166.NATL.24096.b.cassowary	36
11166.lamprey.24152.lamprey	596
11166.AS.090.flycatcher	67
11166.NATL.24753.agouti	277
11166.NATL.24743.tamarin	237
11166.NZ.16892.A.NorthIslandbrownkiwi	72
11166.AR.M38.flyingsquirrel	111
11166.FD.0292.onager	983
11166.lamprey.35978.b.lamprey	73
11166.NATL.24732.saki	314
11166.NATL.25039.b.tortoise	238
11166.NATL.24290.grosbeak	274
11166.ATL.24572.vulture	24
11166.FD.0290.onager	738
11166.ATL.24522.birdofparadise	26
11166.NATL.24384.macaw	150
11166.NZ.17033.A2.emu	89
11166.NATL.24712.sandcat	206
11166.ATL.24593.lemur	216
11166.FD.0291.onager	936
11166.AS.190.killdeer	209
11166.NATL.25029.b.gecko	383
11166.AS.101.ovenbird	13
11166.ATL.24538.hornbill	364
11166.NZ.16977.A2.spottedshag	11
11166.AR.M78.flyingsquirrel	215
11166.ATL.24074.dog	37
11166.NATL.24752.tamandua	201
11166.NATL.24718.tiger	197
11166.ATL.25123.giraffe	588
11166.NZ.16904.B.bellbird	34
11166.TAR.B30129.1	51
11166.USDA.46004	1137
11166.TS.045.Kalaharirobin	198
11166.TAR.A20404.2	108
11166.TAR.B40449.1	222
11166.USDA.46027	252
11166.TAR.A20145.1	90
11166.USDA.46003	252
11166.Kurle.51314	33
11166.TS.070.Bokmakierie	460
11166.TS.148.Helmetedguineafowl	157
11166.TS.027.Fourstripedgrassmouse	200
11166.Kurle.51276	42
11166.TAR.B30437.1	45
11166.TAR.B50072.2	87
11166.TS.074.Blackchestedprinia	74
11166.TAR.A00468.2	75
11166.USDA.46012	622
11166.USDA.46015	101
11166.TAR.B30170.2	65
11166.TAR.B40390.1	479
11166.TAR.910584.2	127
11166.FD.0397.CrestedPartridge	10
11166.FD.0375.Salmoncrestedcockatoo	12
11166.TAR.B50077.2	108
11166.Kurle.51291	37
11166.TAR.A70477.2	240
11166.FD.0394.Palmcockatoo	54
11166.TAR.15M124.1	111
11166.Kurle.51281	50
11166.TAR.B20364.1	39
11166.TS.013.Kalaharirobin	116
11166.FD.0300.cassowary	43
11166.TS.028.Fourstripedgrassmouse	262
11166.Kurle.51315	44
11166.FD.0408.Blackcrownedcrane	51
11166.USDA.46002	601
11166.Kurle.51279	46
11166.FD.0417.Helmetedcurassow	98
11166.TAR.B20241.2	413
11166.USDA.46021	105
11166.USDA.46005	1019
11166.FD.0400.Africansacredibis	30
11166.TAR.B10219.1	55
11166.TAR.A80311.2	59
11166.TAR.B60199.2	132
11166.TAR.A90029.2	73
11166.TAR.B40057.1	36
11166.TAR.A90153.2	168
11166.TAR.19M089.1	44
11166.TAR.B00122.1	373
11166.FD.0384.Redventedcockatoo	40
11166.USDA.46030	673
11166.TAR.B40373.1	81
11166.USDA.46014	528
11166.Kurle.51303	52
11166.USDA.46013	99
11166.FD.0378.Hyacinthmacaw	13
11166.TAR.B00083.2	377
11166.TAR.A90029.1	69
11166.TAR.A90153.1	266
11166.TAR.19M089.2	40
11166.TAR.B60253.1	371
11166.TAR.B00122.2	390
11166.TAR.B40373.2	79
11166.USDA.46010	91
11166.FD.0219.russianratsnake	108
11166.TAR.B00083.1	330
11166.TAR.A70477.1	156
11166.USDA.46008	159
11166.TAR.B20365.2	36
11166.Kurle.51285	57
11166.TAR.15M124.2	88
11166.Kurle.51318	64
11166.USDA.46001	407
11166.TAR.B20241.1	416
11166.FD.0411.redleggedseriema	105
11166.TAR.B40642.1	47
11166.TAR.B10219.2	54
11166.TAR.A80311.1	70
11166.USDA.46006	836
11166.TAR.B60199.1	379
11166.TAR.A00468.1	87
11166.USDA.46011	606
11166.USDA.46016	902
11166.TAR.B30170.1	62
11166.TAR.B40390.2	386
11166.TAR.910584.1	100
11166.FD.0414.scarletibis	52
11166.TAR.B60006.1	52
11166.TAR.B50077.1	192
11166.TS.076.Whitebrowedsparrowweaver	265
11166.USDA.46007	881
11166.TS.047.Commonquail	81
11166.TAR.A20404.1	94
11166.TAR.B40449.2	256
11166.USDA.46024	552
11166.TAR.A20145.2	89
11166.USDA.46000	663
11166.Kurle.51283	46
11166.TAR.B50072.1	89
11166.JCK.10292.FecalFTA	351
11166.JCK.10209.FecalFTA	137
11166.JCK.10288.FecalFTA	211
11166.JCK.10319.FecalFTA	414
11166.JCK.10213.FecalFTA	139
11166.JCK.10324.FecalFTA	138
11166.JCK.10411.FecalFTA	165
11166.JCK.10308.FecalFTA	329
11166.JCK.10283.FecalFTA	450
11166.JCK.10312.FecalFTA	434
11166.JCK.10317.FecalFTA	303
11166.JCK.10274.FecalFTA	455
11166.JCK.10297.FecalFTA	317
11166.JCK.10126.FecalFTA	45
11166.JCK.10321.FecalFTA	208
11166.JCK.10320.FecalFTA	408
11166.JCK.10316.FecalFTA	319
11166.JCK.10313.FecalFTA	348
11166.JCK.10309.FecalFTA	328
11166.JCK.10289.FecalFTA	750
11166.JCK.10318.FecalFTA	373
11166.JCK.10270.FecalFTA	35
11166.JCK.10325.FecalFTA	382
11166.JCK.10311.FecalFTA	452
11166.JCK.10279.FecalFTA	203
11166.JCK.10373.FecalFTA	535
11166.JCK.10272.FecalFTA	397
11166.JCK.10410.FecalFTA.1	223
11166.JCK.10323.FecalFTA.1	89
11166.JCK.10285.FecalFTA	393
11166.JCK.10266.FecalFTA	348
11166.JCK.10351.FecalFTA	84
11166.JCK.10284.FecalFTA	55
11166.JCK.10341.FecalFTA	413
11166.JCK.10214.FecalFTA	126
11166.JCK.10326.FecalFTA	398
11166.JCK.10273.FecalFTA	44
11166.JCK.10310.FecalFTA	346
11212.Lc259	276
11212.RT2017	546
11212.Ahyb1000	314
11212.Lc23	321
11212.JB27	510
11212.AtbelzLink3	318
11212.APAL38	330
11212.Apalw8	302
11212.AtbelzLink4	227
11212.APX21	338
11212.Lc316	281
11212.AC683	343
11212.Lc318	255
11212.AsenLink5	373
11212.Gor4	439
11212.BWC2063	372
11212.PVRij	190
11212.Apalw13	346
11212.APAL36	317
11212.Apalw14	353
11212.APF116	310
11212.Gor3	425
11212.AsenLink2	369
11212.ERUB.98M	220
11212.JB29	385
11212.Ptr13	363
11212.RT2019	559
11212.AC684	364
11212.ERUB.79M	242
11212.JB31	483
11212.JB3	458
11212.LagEllis1	438
11212.JB15	501
11212.JB12	597
11212.JB4	632
11212.AC622	420
11212.RC2141	602
11212.APF109	363
11212.Ptr6	223
11212.ERUB.12M	243
11212.Asen1019	309
11212.ERUB.4M	260
11212.AC673	305
11212.Gor11	363
11212.AC685	291
11212.Gor2	406
11212.AsenLink3	338
11212.JB28	406
11212.APAL37	402
11212.PVPet	182
11212.RT2050	609
11212.APF110	308
11212.AsenLink4	343
11212.Gor5	395
11212.Ptr15	402
11212.ERUB.76M	155
11212.ERUB.13M	333
11212.AC674	339
11212.BWC2023	448
11212.AtbelzLink5	283
11212.APAL39	387
11212.Apalw9	293
11212.BWC2341	468
11212.AC711	374
11212.AtbelzLink2	300
11212.JB26	416
11212.Lc172	293
11212.ERUB.33M	207
11212.LagAb2	325
11212.RT2135	415
11212.AC693	376
11212.Asen1118	372
11212.Apalw20	368
11212.ERUB.108M	218
11212.Asen685	418
11212.APX38	369
11212.APF108	292
11212.APX.37	346
11212.RT2048	586
11212.JB13	514
11212.Ptr9	447
11212.Lc301	296
11212.Asen1111	284
11212.JB30	494
11212.PVPam	216
11212.JB19	499
11212.Ptr3	345
11212.Ptr4	303
11212.Apalw23	318
11212.RC2098	528
11212.JB8	436
11212.LagEllis4	331
11212.JB34	531
11212.RC2096	554
11212.PVLou	209
11212.BWC2115	374
11212.ERUB.14M	289
11212.JB17	405
11212.AC668	364
11212.JB1	537
11212.APF38	345
11212.Gor12	420
11212.PVQui	209
11212.Ptr11	315
11212.Gor1	429
11212.RC2137	471
11212.BWC2061	581
11212.Gor6	354
11212.APF113	327
11212.Ptr16	300
11212.AC679	378
11212.Gor8	403
11212.BWC2342	432
11212.RC2071	557
11212.Lc155	291
11212.JB25	467
11212.AtbelzLink1	254
11212.ERUB.21M	229
11212.JB32	438
11212.Lc268	244
11212.ERUB.20M	247
11212.RT2021	499
11212.BWC2339	461
11212.JB35	372
11212.Asen1013	359
11212.APF104	354
11212.ERUB.105M	377
11212.PVAbb	212
11212.Ptr5	382
11212.AC691	321
11212.JB18	411
11212.APX19	361
11212.PTr14	430
11212.Ahyb411	262
11212.RC2068	457
11212.APF103	368
11212.LabEllis3	265
11212.BWC2026	548
11212.Apalw19	384
11212.RC2138	532
11212.JB24	453
11212.Lc336	291
11212.Lc331	266
11212.Gor9	540
11212.RT2013	452
11212.Ptr17	396
11212.RC2036	573
11212.AC680	324
11212.Apalw10	283
11212.Gor7	422
11212.Ahyb257	308
11212.AsenLink1	264
11212.APF115	307
11212.Ptr10	373
2338.0702.7.I	35
2338.0623.7.I	14
2338.0702.2.I	32
2338.0627.8.I	23
2338.0627.21.I	138
2338.0701.17.I	13
2338.0703.3.I	24
2338.0623.9.I	80
2338.0701.13.I	39
2338.0702.8.I	70
2338.0627.2.I	31
2338.0627.22.I2	35
2338.0701.7.I	55
2338.0624.6.I	10
2338.0620.8.I	54
1734.LD.NBS1047C	73
1734.BD.ERD511	162
1734.LD.NBS1073B	18
1734.BD.NBS1059	319
1734.LD.NBS1068E	42
1734.LD.NBS1051F	102
1734.LD.NBS1053E	45
1734.LD.DTS1230	39
1734.BD.NBS1062	13
1734.BD.ERD507	349
1734.LD.DTS1221	205
1734.BD.ERD509	53
1734.LD.NBS1076E	18
1734.LD.NBS1067E	14
1734.LD.NBS1086E	736
1734.LD.Glosor1	20
1734.LD.Carsow1	225
1734.LD.Stulil2	206
1734.BD.NBS1051	93
1734.BD.ERD510	17
1734.LD.Ptepar1	221
1734.LD.Perkap1	12
1734.LD.Sl1	63
1734.LD.QCAZ.M51307	17
1734.LD.NBS1069E	91
1734.LD.DTS1220	49
1734.LD.NBS1079E	448
1734.LD.NBS1062E	13
1734.LD.NBS1083E	76
1734.LD.QCAZ.M50993	70
1734.BD.ERD501	5
1734.LD.NBS1049B	13
1734.LD.QCAZ.M51309	106
1734.LD.NBS1072E	39
1734.BD.ERD506	92
1734.LD.Artlit1	82
1734.LD.Ptepar2	170
1734.LD.DTS1224	47
1734.LD.QCAZ.M51303	15
1734.LD.NBS1070E	22
1734.LD.QCAZ.M50990	17
1734.BD.ERD502	11
1734.LD.NBS1060E	266
1734.BD.ERD505	49
1734.LD.NBS1081E	17
1734.LD.NBS1084B	140
1734.LD.Glosor2	258
1734.BD.NBS1055	352
1734.LD.NBS1055E	192
1734.BD.NBS1076	8
1734.BD.NBS1052	41
1734.BD.ERD504	333
1734.LD.NBS1054E	362
1734.LD.QCAZ.M50991	55
1734.BD.ERD503	31
1734.LD.DTS1222	146
1734.LD.NBS1074E	78
1734.LD.DTS1225	37
1734.LD.Urobil1	19
1734.BD.NBS1086	83
1734.LD.NBS1080E	74
1734.BD.NBS1054	112
1734.LD.NBS1051E	97
1056.Myr.tri.Seat.6.04K03	132
1056.Das.nov.Flori.7	380
1056.Myr.tri.Seat.27.04K10	230
1056.Eup.sex.Mont.1.1	188
1056.Myr.tri.Seat.16.04I10	322
1056.Ory.afe.Colch.5	483
1056.Pri.max.Seat.3.04L11	423
1056.Myr.tri.Seat.20.04K11	188
1056.Myr.tri.Seat.1.03E03	157
1056.Das.nov.Flori.9	363
1056.Ory.afe.Colch.2	96
1056.Man.pen.Leip.1	134
1056.Das.nov.Flor.1	397
1056.Chae.vel.Cinci.3	206
1056.Tol.mat.Cinci.3	260
1056.Myr.tri.Seat.3.03O02	259
1056.Pro.cri.Cinci.2	147
1056.Tam.tet.tet.SanDi.2	205
1056.Ory.afe.Cinci.3	232
1056.Cho.did.SanDi.2	329
1056.Myr.tri.Seat.12.04F01	156
1056.Das.nov.Flori.8	367
1056.Ory.afe.Colch.3	114
1056.Zae.pic.Mend.1	381
1056.Ory.afe.Colch.4	159
1056.Myr.tri.Seat.26.04K16	52
1056.Das.nov.Flori.1	371
1056.Myr.tri.Seat.8.04I18	147
1056.Eup.sex.Mont.1.0	175
1056.Myr.tri.Seat.15.04D01	131
1056.Cho.hof.Atlan.1.1	264
1056.Cho.did.SanDi.3	238
1056.Myr.tri.Mont.1.2	263
1056.Myr.tri.Seat.22.04K17	83
1056.Ory.afe.Cinci.2	216
1056.Cho.hof.Atlan.1	249
1056.Myr.tri.Seat.05D02	282
1056.Myr.tri.Seat.21.04K01	86
1056.Tol.mat.Cinci.2	287
1056.Chae.vel.Cinci.2	234
1056.Myr.tri.Seat.13.04I17	213
1056.Myr.tri.Seat.23.04L06	198
1056.Pri.max.Seat.2.02V07	241
1056.Myr.tri.Mont.1.1	175
1056.Ory.afe.Lond.1.1	335
1056.Eup.sex.Cinci.1	256
1056.Myr.tri.Seat.2.03G06	322
1056.Myr.tri.Mont.2.1	159
1056.Myr.tri.Seat.18.04L01	91
1056.Ory.afe.Cinci.1	241
1056.Myr.tri.Seat.25.04I12	269
1056.Myr.tri.Seat.9.04I04	175
1056.Cho.hof.Atlan.2	242
1056.Myr.tri.Seat.4.03H10	154
1056.Mel.urs.ino.SanDi.1	185
1056.Myr.tri.Seat.7.04F07	138
1056.Tol.mat.Cinci.1	191
1056.Chae.vel.Cinci.1	247
1056.Ory.afe.Lond.1	215
1056.Das.nov.Flor.3	466
1056.Das.nov.Flori.10	545
1056.Myr.tri.Seat.24.04L12	378
1056.Ory.afe.Colch.7	87
1056.Zae.pic.Mend.2	171
1056.Das.nov.Flor.4	296
1056.Das.nov.Flori.2	342
1056.Ory.afe.Colch.9	57
1056.Myr.tri.Seat.14.04K04	73
1056.Myr.tri.Seat.5.3502	252
1056.Pri.max.Seat.2.13B02	679
1056.Cho.hof.Hous.1	228
1056.Pro.cri.Cinci.1	142
1056.Tam.tet.tet.SanDi.1	156
1056.Eup.sex.Cinci.1.1	307
1056.Myr.tri.Mont.2.0	169
1056.Myr.tri.Mont.1.0	111
1056.Cho.did.SanDi.1	335
1056.Myr.tri.Seat.10.04F05	66
1056.Myr.tri.Seat.17.04K13	78
1056.Das.nov.Flori.3	354
1056.Ory.afe.Colch.8	119
1056.Myr.tri.Seat.19.04L18	92
1056.Myr.tri.Seat.1.04J06	319
1056.Myr.tri.Seat.11.04F02	93
1056.Das.nov.Flor.5	515
1056.Chl.tru.Mend.1	108
1056.Ory.afe.Colch.6	415
1056.Pri.max.Seat.04J09	473
1056.Myr.tri.Seat.1.07C04	239
1056.Ory.afe.Colch.1	168
1056.Man.pen.Leip.2	121
1056.Das.nov.Flor.2	380
1736.B1.1110	616
1736.B34.0611	751
1736.R33.1011	739
1736.B46.1110	516
1736.O11.0111	479
1736.O49.0111	557
1736.Y14.0910	816
1736.Y37b.1011	826
1736.B11.0709	668
1736.O19.0510	639
1736.R37b.0910	742
1736.R26b.1010	829
1736.B46.0709	702
1736.O46.0609	603
1736.O49.0709	637
1736.O11.0709	644
1736.B6.0510	756
1736.O14.0709	696
1736.O46.1110	632
1736.O7.0611	671
1736.Y37b.1111	622
1736.R37b.0311	688
1736.R3.0410	670
1736.R50b.1011	654
1736.Y36.1011	609
1736.B29.1111	561
1736.R23b.0410	700
1736.R27b.0311	765
1736.O32c.1111	571
1736.R11.0910	615
1736.B23.1211	518
1736.R19.0510	583
1736.R31b.1011	709
1736.O16.1109	698
1736.B33.1111	585
1736.O24.0611	771
1736.B44.0610	728
1736.O13.1109	834
1736.R36.0811	755
1736.B43.0211	309
1736.Y37b.0310	749
1736.O16.0710	722
1736.B4.0211	586
1736.O8b.0610	741
1736.O19.1109	747
1736.O13.0710	695
1736.Y46b.1111	675
1736.O41.1109	809
1736.R33.0310	724
1736.B16.0610	700
1736.Y43b.0511	719
1736.Y16b.1011	831
1736.R27b.1010	742
1736.B16.1109	684
1736.Y36.0310	668
1736.W3.0910	743
1736.B6.1109	728
1736.Y33b.0511	726
1736.B3.1109	873
1736.R1.0910	745
1736.O24.0709	711
1736.R1.0511	716
1736.O33.1109	792
1736.O36.1109	723
1736.B29.0510	679
1736.R4c.0910	707
1736.Y33b.0910	790
1736.B3.1111	710
1736.O29b.1109	813
1736.Y21b.0411	628
1736.R24b.0311	674
1736.R16.0310	612
1736.Y24b.1011	679
1736.R42b.0310	710
1736.O34.0211	475
1736.B33.1109	818
1736.R3.1111	557
1736.B24.0709	668
1736.O41.1111	673
1736.R32b.0310	775
1736.O8b.0110	563
1736.O36.0610	650
1736.O7.0609	677
1736.B19.0210	457
1736.R11.0511	542
1736.R23b.0811	730
1736.O11.0711	706
1736.B23.1109	750
1736.O24.0211	577
1736.O16.1211	593
1736.B46.0611	676
1736.R42b.1111	703
1736.B29.1109	682
1736.B1.0611	662
1736.R24b.0111	750
1736.R16.1111	639
1736.B34.0111	639
1736.O44.0210	651
1736.B34.0609	675
1736.R32b.1011	789
1736.O36.0809	759
1736.O7.1110	545
1736.W3.0611	628
1736.B4.0711	884
1736.O46.0611	767
1736.B33.0510	741
1736.Y24b.0310	633
1736.R31b.0410	620
1736.B23.0610	737
1736.B16.0711	738
1736.O24.1109	782
1736.Y36.0810	663
1736.R4c.0510	625
1736.Y33b.0510	723
1736.R50b.0311	440
1736.R36.0910	660
1736.O29b.0709	718
1736.Y36.0311	720
1736.R44b.0410	738
1736.B29.0211	543
1736.B6.0711	789
1736.O32c.0211	459
1736.R1.0811	754
1736.O14.0811	814
1736.O32c.0810	452
1736.R8b.0411	740
1736.O8b.0611	657
1736.B24.1109	767
1736.Y37b.0311	795
1736.R50b.0910	548
1736.Y37b.0810	831
1736.O19.0711	742
1736.B3.0611	769
1736.R27b.1111	605
1736.B44.0611	710
1736.B28b.0610	723
1736.B6.0611	800
1736.B24.0710	710
1736.R19.0511	673
1736.O29b.0111	549
1736.O36.0211	534
1736.B28b.0909	798
1736.Y16b.0311	714
1736.B4.0110	655
1736.B23.0709	641
1736.B34.1109	810
1736.R26b.1111	614
1736.Y10b.0911	753
1736.Y14.0811	772
1736.R33.1110	742
1736.Y46b.0311	685
1736.R31b.0910	756
1736.Y11.0811	747
1736.B29.0709	596
1736.B34.0710	711
1736.B23.0111	560
1736.O7.1109	722
1736.R31b.0311	686
1736.O34.1109	720
1736.Y46b.0910	741
1736.R11.0811	571
1736.O33.0810	659
1736.B46.1111	573
1736.B19.0810	524
1736.Y24b.0311	651
1736.B23.0611	684
1736.Y11.0510	693
1736.O31.1111	694
1736.R42b.1010	693
1736.O7.1111	523
1736.B4.0710	797
1736.O46.0610	724
1736.R37b.0510	631
1736.B11.1109	765
1736.O19.0211	502
1736.Y33b.1011	801
1736.B46.1109	692
1736.B43.1109	664
1736.O11.1109	640
1736.R41.1010	794
1736.B1.0610	790
1736.B46.0610	639
1736.O44.1210	451
1736.R51.0910	777
1736.O14.1109	807
1736.R23b.0311	668
1736.R27b.0410	680
1736.B43.0610	572
1736.R43.0510	695
1736.B3.0211	585
1736.R23b.0810	769
1736.O11.0710	621
1736.O43.1109	687
1736.B29.0711	631
1736.R8b.1110	734
1736.R11.0510	538
1736.B11.0610	748
1736.O46.1109	733
1736.Y43b.0811	721
1736.R19.0910	718
1736.B16.0609	588
1736.R32b.0311	735
1736.O8b.0111	600
1736.R26b.0410	749
1736.O13.0709	675
1736.R17.0811b	729
1736.B28b.0110	749
1736.R42b.0311	754
1736.B44.0609	623
1736.O29b.0611	660
1736.B19.0111	407
1736.R16.0311	543
1736.B6.1110	675
1736.B28b.1111	714
1736.B1.1209	477
1736.B16.1110	648
1736.O14.0510	789
1736.R41.0311	680
1736.Y3.0910	657
1736.R20.0310	734
1736.Y27.0611	798
1736.B26b.0711	710
1736.Y6.0910	761
1736.O23b.0711	842
1736.B50b.1009	717
1736.B40b.1009	651
1736.O20.0110	670
1736.B13b.1211	643
1736.R18.0910	670
1736.O37.0611	638
1736.B17.0111	578
1736.O45b.0610	665
1736.B12.0609	612
1736.O4.0611	746
1736.B40b.0610	615
1736.B17.0609	632
1736.O17b.1111	783
1736.Y45.0311	707
1736.B50b.0610	713
1736.B8.0609	675
1736.B20.1111	666
1736.B7.0709	753
1736.B38.0611	653
1736.Y39b.0811	706
1736.O9.1211	596
1736.R12.0810	747
1736.Y40.0910	745
1736.Y9.0311	724
1736.O40.0609	777
1736.B8.1110	762
1736.O38.0711	740
1736.B40b.1109	595
1736.R18.0311	641
1736.R17.0311	612
1736.R40.0810	685
1736.R6b.0410	717
1736.B32.0611	694
1736.R12.0311	686
1736.R45c.1111	534
1736.R38.0611	629
1736.Y38b.0811	657
1736.O18.0211	385
1736.B30.0110	522
1736.Y42.0510	713
1736.Y31d.0311	733
1736.O15.0610	686
1736.B35.0110	643
1736.Y47.0510	592
1736.B5.1109	783
1736.B47b.0611	631
1736.B18.1210	563
1736.R22.0511	605
1736.R7b.0410	540
1736.Y17.1010	700
1736.B15.1109	735
1736.O12.0211	609
1736.R21c.0411	513
1736.Y9.1110	663
1736.R39b.0311	739
1736.B27.0611	745
1736.B10.1109	748
1736.Y15c.1010	733
1736.Y45.1110	634
1736.O35.0110	677
1736.B15.0610	760
1736.B10.0610	806
1736.R17.1010	672
1736.O26b.1111	526
1736.O48.1109	622
1736.O27.0611	695
1736.B30.1111	516
1736.O15.1109	771
1736.Y28.0511	730
1736.Y28.0910	807
1736.Y47.0811	640
1736.O4.0211	688
1736.Y40.0711	651
1736.Y42.0811	718
1736.B13b.1109	785
1736.Y27.0910	827
1736.O22.1110	692
1736.B38.0211	592
1736.O35.0710	735
1736.O6.0710	742
1736.B39c.0710	680
1736.B30.0610	661
1736.Y4.0310	622
1736.O50.0611	719
1736.O9.1109	766
1736.O26b.0610	695
1736.B27.0609	691
1736.O6.1109	784
1736.O22.0709	728
1736.R15d.1110	583
1736.O9.0710	669
1736.B15.1111	738
1736.R38.1010	716
1736.B20.0610	748
1736.B22b.0610	720
1736.O17b.0610	822
1736.O18.0611	547
1736.B5.1211	776
1736.R40.0411	575
1736.B57.1111	724
1736.B35.0510	693
1736.B13b.0510	781
1736.B42b.0610	743
1736.O12.0611	629
1736.O37.0709	586
1736.B27.0211	562
1736.O4.0709	609
1736.O23b.0709	687
1736.B42b.1109	739
1736.W2.0811	742
1736.R21c.1010	589
1736.O47b.1109	678
1736.B38.0709	615
1736.B25.0710	603
1736.O20.0610	733
1736.B30.0809	582
1736.O15.1211	610
1736.R10.1011	775
1736.B20.1109	746
1736.Y6.0511	748
1736.O23b.1110	719
1736.Y35d.1011	715
1736.O17b.1109	750
1736.B12.0611	741
1736.Y3.0511	672
1736.B32.0709	588
1736.B25.1109	650
1736.R2.0310	725
1736.B20.1210	561
1736.R21c.0510	616
1736.Y9.1011	667
1736.O26b.1110	690
1736.R18.1011	700
1736.B13b.1110	639
1736.O9.0609	651
1736.R40.1011	594
1736.O6.0609	742
1736.B27.1109	814
1736.O48.0711	627
1736.Y39b.1010	831
1736.B13b.0709	644
1736.Y42.0411	673
1736.B35.0709	721
1736.Y15c.1011	705
1736.Y38b.0910	616
1736.Y27.0510	750
1736.R30.0910	643
1736.B32.0510	658
1736.R47.0411	629
1736.O15.0611	700
1736.Y47.0511	645
1736.O35.0709	779
1736.Y35d.0411	738
1736.O23b.0510	760
1736.O22.1109	727
1736.B25.0211	531
1736.R10.0411	764
1736.Y45.1011	760
1736.O38.1109	786
1736.B27.0510	718
1736.Y30c.0711	731
1736.B7.1111	711
1736.Y31d.1111	656
1736.Y2b.0911	785
1736.B35.0211	529
1736.R17.0811	680
1736.O17b.0609	718
1736.Y40.0911	760
1736.Y6.0811	773
1736.Y9.0310	664
1736.B8.1111	824
1736.O6.0311	701
1736.B12.1111	578
1736.O37.1109	698
1736.B25.0609	612
1736.R38.0510	593
1736.O4.1109	733
1736.Y3.0811	764
1736.B22b.0111	526
1736.B38.0610	595
1736.B42b.0709	654
1736.O23b.1109	855
1736.O17b.1110	696
1736.O18.1111	660
1736.Y45.0310	665
1736.Y12.0811	667
1736.B50b.0611	725
1736.O22.0510	736
1736.B40b.0611	696
1736.O9.0211	575
1736.O4.0610	793
1736.Y18.0310	611
1736.B38.1109	707
1736.B57.0611	734
1736.O38.0610	802
1736.O20.0111	491
1736.O12.1111	551
1736.B42b.1110	644
1736.B20.0709	825
1736.Y17.0310	785
1736.B39c.0211	558
1736.R12.0911	805
1736.R39b.1011	781
1736.Y12.0310	615
1736.B50b.0111	614
1736.R38.0811	703
1736.B12.0610	679
1736.Y39b.0511	723
1736.O18.1109	692
1736.R17.0510	682
1736.B18.0610	676
1736.O20.0611	704
1736.B25.0711	647
1736.R7b.1010	608
1736.O12.1109	760
1736.B7.1109	848
1736.B18.1109	574
1736.O45b.0709	720
1736.R12.0410	696
1736.B42b.0611	642
1736.Y6.0410	737
1736.O12.0610	535
1736.B17.0710	684
1736.B12.1109	734
1736.R18.0410	644
1736.R30.0611	727
1736.B17.1109	712
1736.O22.1211	712
1736.B20.0611	756
1736.O40.0610	807
1736.B8.1109	831
1736.O22.0811	749
1736.R20.0511	607
1736.B22b.0611	710
1736.O18.0610	666
1736.O17b.0611	735
1736.B15.1110	654
1736.Y28.0310	745
1736.Y27.0811	786
1736.R29b.0410	677
1736.O9.0711	709
1736.R10.0810	795
1736.Y30c.0311	614
1736.Y47.0910	735
1736.B13b.0611	726
1736.O26b.0611	710
1736.R21c.0811	686
1736.O6.0711	617
1736.O15.0609	617
1736.B40b.1210	487
1736.Y4.0311	626
1736.O50.0610	766
1736.Y38b.0511	643
1736.Y4.0910	673
1736.B5.0111	597
1736.R7b.0211	538
1736.O50.1109	779
1736.B35.0711	688
1736.B32.1211	475
1736.B7.0510	739
1736.B39c.0611	669
1736.B30.0711	639
1736.B10.0609	715
1773.Columb.passer4	528
1773.Rhamp.carbo2.lgi	193
1773.Salt.max3.lgi	198
1773.Columb.talpa6.lgi	185
1773.Thraupis.gauco1.lgi	243
1773.Zono.capensis1.lgi	261
1773.Platy.flav2.lgi	209
1773.Chirox.lance1.lgi	173
1773.Salt.max2.lgi	19
1773.Turdus.oliv1.lgi	36
1773.Columb.talpa2.lgi	55
1773.Columb.passer5.lgi	247
1773.Thraupis.palm1.lgi	223
1773.Rhamp.carbo1.lgi	71
1773.Columb.passer7.lgi	468
1773.Zono.capensis2.lgi	187
1773.Thraupis.gauco2.lgi	190
1773.Columb.passer2.lgi	174
1773.Columb.talpa5.lgi	180
1773.Columb.passer1	32
1773.Chirox.lance3.lgi	205
1773.Columb.passer9.lgi	123
1773.Chirox.lance2.lgi	156
1773.Salt.max4.lgi	189
1773.Columb.passer8.lgi	211
1773.Platy.flav1.lgi	12
1773.Columb.passer10.lgi	433
